Name,Location,Overview,Phone,Industry,Company Size,Website,Headquarter,Type,Founded,Linked In URL,Address_0,Latitude_0,Longitude_0,City_0,Location_description_0,Address_1,Latitude_1,Longitude_1,City_1,Location_description_1,Address_2,Latitude_2,Longitude_2,City_2,Location_description_2,Address_3,Latitude_3,Longitude_3,City_3,Location_description_3,Address_4,Latitude_4,Longitude_4,City_4,Location_description_4,Country
JDS Australia,null,"JDS is a leading IT solutions provider, boasting market-leading expertise, experience and sales & services partnerships with some of the industry’s biggest and most innovative names:AppDynamics - Titan PartnerServiceNow - Elite PartnerSplunk - Elite PartnerAtlassian - Gold PartnerMicroFocus - Platinum Partner Bringing together expert services, the latest technology and best practices, JDS helps our customers to automate and innovate IT Service Delivery and Operations across all lines of business, eliminating process backlogs, cumbersome legacy technology and integration boundaries. Based in Melbourne (Australia), our business continues to grow, with offices also located in Sydney, Brisbane and Adelaide.We are passionate about performance improvement, platform enhancement and accelerated application development, built atop a foundation of workflow efficiency, automation and intuitive test & monitoring solutions.",null,IT and Services,51-200 employees,http://www.jds.net.au,"Melbourne, VIC",Privately Held,null,https://www.linkedin.com/company/jds-australia/,"Level 8/2 Russell St, Melbourne VIC 3000, Australia",-37.816351,144.9700843,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Avekshaa Technologies,null,"Avekshaa Technologies is a next generation Specialized IT solutions company, providing niche solutions in the P-A-S-S™ (Performance, Availability, Scalability and Security) Assurance space to Enterprise customers globally.

We help our clients,
    - Solve burning and complex issues of Performance, Availability, Scalability and Security for their Business critical applications and IT Systems
    - Mitigate IT related Business risks
    - Make their IT systems faster and efficient
    - Draw maximum value out of their existing IT investments

Our solution approach is Technology Platform led  and we work as a vendor neutral, technology agnostic and trusted advisor to our clients. Thereby improving our client's profitability, customer service and operational efficiency. 

Visit us at www.avekshaa.com",null,IT and Services,51-200 employees,http://www.avekshaa.com,"Bangalore, Karnataka",Privately Held,null,https://www.linkedin.com/company/avekshaa-technologies/,"44, 2nd Floor, 12th Main Rd, behind BDA Complex, Sector 6, HSR Layout, Bengaluru, Karnataka 560102, India",12.9146288,77.636453,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Tapt By Hatch,"Melbourne,   AU","The digital card you’d assume everyone has, but doesn’t yet, has finally arrived. Tapt by Hatch’s inspiration was to rethink the environmentally dubunk cardboard business card of the past and reinterpret its form and functionality for the modern professional. Tapt by Hatch is motivated by emerging technological innovations as proven by Tapt’s integrated and evolving capacity to not only save your contact details directly into someones phone but also to edit and update one’s card details on the fly. And of course at no further expense to the card holder!  The card is an environmentally sustainable stainless steel slate finish that feels robust and smooth in the hand. Tapt by Hatch introduces a user friendly product which ensures seamless contact transferrals.",null,IT and Services,2-10 employees,http://www.taptbyhatch.com,null,Sole Proprietorship,null,https://www.linkedin.com/company/tapt-by-hatch/,"Level 1/28-30 William St, Balaclava VIC 3183, Australia",-37.870156,144.994287,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Enterprise & Government,"111 Bourke St, Melbourne, Victoria 3000, AU","Australia Post Enterprise & Government services – providing the platforms, digital services and experience needed to drive business transformation.",null,IT and Services,null,https://auspostenterprise.com.au/,null,null,null,https://www.linkedin.com/company/enterprise-and-government/,"33, Jalan Pakis 8, Taman Sri Pulai, 81110 Johor Bahru, Johor, Malaysia",1.5677544,103.6202804,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
N2N Global,null,"N2N Global, an IBM premier business partner, is a multi-national software and services company focused in the perishables and food supply chain. N2N Global includes four major divisions: Enterprise Applications, N2N Global Services, Information Technology & Infrastructure, and Mobile Technologies. Through the combination of our four business units, N2N Global delivers turnkey solutions on an integrated platform for companies operating in the food supply chain.",null,IT and Services,201-500 employees,null,"Orlando, FL",Privately Held,null,https://www.linkedin.com/company/n2n-global/,"42 Amoy St, Singapore 069868",1.2781765,103.8462273,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
acQuire Technology Solutions,null,"acQuire provides geoscientific data management software and services so customers can make profitable business decisions using data assets they trust. We work with the world's leading organizations, delivering by helping them manage their mining and environmental data assets, in a smarter, more streamlined manner. acQuire’s software is paired with product support services and accredited training to meet customer’s evolving technology needs. Founded in 1996, acQuire originated in Perth, Western Australia and since 2018 has been a part of Constellation Software, Inc via its operating group, Vela Software. acQuire currently has six offices around the globe, with customer support centers operating in each major time zone.",null,IT and Services,51-200 employees,http://www.acquire.com.au,"Applecross, WA",Privately Held,null,https://www.linkedin.com/company/acquire-technology-solutions/,"26 Kintail Rd, Applecross WA 6153, Australia",-32.0105934,115.847251,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Cloudwerx,"355 Crown Street, Surry Hills, New South Wales 2010, AU","Cloudwerx is a Sydney-based consulting team with a passion for creating future working models for businesses across the globe. Our unique combination of the Salesforce solutions and UiPath robotic process automation opens up a world of opportunities by matching streamlined software with automated task management. The true Cloudwerx journey, however, is always crafted around the beating heart of a business: your people.Our process falls under three key pillars of action:PROJECT ADVISORY - All projects begin with our famous Service Blueprint Design process at the hands of our in-house Salesforce Technical Architect [CTA]. Via an architectural review and program roadmap, it swiftly identifies opportunities for improvement -- many of which you’ll least expect.IMPLEMENTATION - We are committed to you from start to finish. Your project delivery will be treated as an end-to-end process of design, build, test, train, and go-live. From third-party app integration and data migration, we take no shortcuts.MANAGED SERVICES - Business upgrades are never really ‘over’. We stick around post-implementation and provide options of RPA workforces, application management, micro-projects and more to keep your business improving long after we’re gone. We don’t work with traditional models of working: the entire Cloudwerx team are innovative, out-of-the-box thinkers renowned for their lightning speed and nimble working style. The future is upon us, are you ready?Let’s talk.",+61 420 301 457,IT and Services,11-50 employees,http://www.cloudwerx.co,"Surry Hills, New South Wales",Privately Held,null,https://www.linkedin.com/company/cloudwerx/,"Level 1/355 Crown St, Surry Hills NSW 2010, Australia",-33.8839727,151.2140851,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
OniGroup,null,"As a Premier Google for Work Partner OniGroup (formerly DMSBT) is focused on delivering innovative technical solutions that help our customers meet their strategic business objectives. Working hand in hand with our clients to identify, integrate and leverage cutting edge tools and technologies to improve organisational efficiency, collaboration and knowledge management are only some of the factors to why OniGroup is Google’s Premier Partner in APAC and EMEA. 

Our innovative approach and knowledge in leveraging Google's powerful enterprise suite of Google Maps, Google Search and Google Analytics Solutions enables us to deliver transformative and cutting edge solutions on a global scale no matter the industry. 

""We are proud to provide this recognition to OniGroup, who has consistently demonstrated sales, deployment and support excellence to our customers throughout 2013.""​ 

Mark Hodgson, Head of Global Partner Programs at Google 

OniGroup is also focused on our corporate social responsibility and giving back to the community. Here at OniGroup we take our corporate social responsibility seriously and provide assistance and sponsorships to organisations such as Flight Nurses Australia and Oasis Africa. We are proud to announce Oasis Africa's commencement of University degrees and honoured that Oasis Africa has named these scholarships after OniGroup.

For our European Customers please contact us at www.onigroup.eu and for our Asia Pacific customers please contact at www.onigroup.com.au.",+61 2 8088 9800,IT and Services,11-50 employees,http://onigroup.com.au,"Sydney, New South Wales",Privately Held,null,https://www.linkedin.com/company/onigroup/,"China Square Central, 18 Cross St, #02-101, Singapore 048423",1.2835867,103.8470853,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1Spatial,null,"We are global leaders in managing geospatial data. We work with our customers to deliver real value by making data current, automated, complete and consistent.

We build long term partnerships with our customers and deliver real value to them through automated, rules-based solutions that are grounded in a deep understanding of their needs and challenges.

Creators, owners and users of some of the world’s largest geospatial databases use our solutions and expert services to help manage their data throughout its lifecycle.

Our unique, rules-based approach delivers enterprise-scale, cross-platform, automation to all stages of the data lifecycle. It builds confidence in the data while reducing the time and cost of management.

Our global clients include utility and telecommunications businesses, national mapping agencies, government departments, emergency services, defence, census bureaus and transportation organisations.

A leader in our field we have over forty five years’ experience, a global footprint and a record of continual innovation and development.

We partner with some of the leading technology vendors including, Esri, Oracle, and SAP.

Today, with an ever increasing reliance on geospatial and location critical data, demand for our expertise has never been greater.

Our goal is simply to make your data smarter.",01223 420414,IT and Services,201-500 employees,https://1spatial.com,null,Public Company,null,https://www.linkedin.com/company/1spatial/,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Gridware Cybersecurity,"189 Kent St, Level 12, Sydney, New South Wales 2000, AU","For most organisations in Australia, a data breach can be more than a PR disaster, it could be the final chapter. Gridware was established to help companies beat hackers with preventative strategies and superior security talent that is not available to other vendors on the market. We are specialised cybersecurity consultancy firm and an emerging global player in the cybersecurity intelligence and advisory field. The company was founded in 2015 and has headquarters in Sydney, Australia. Very quickly Gridware has become a recommended security partner of choice by leading ASX100 companies. As the threat landscape continues to expand, more doors open for threat actors to explore and attack, putting organisations at immense risk of unauthorised access and loss of data. Gridware is at the forefront of understanding what your organisation needs to do to prevent a cyber security breach, which means you'll have the most talented team available on your cyber security journey.Our competitive advantage includes:•	Fastest response time•	Most competitive pricing model•	Superior talent and specialisation•	Industry leading forensic and auditing team•	An intuitive risk-based approach to cyber•	Propriety inhouse tools and intelligence•	Highly experienced and award-winning team",291587304,IT and Services,11-50 employees,https://www.gridware.com.au,"Sydney, New South Wales",Privately Held,null,https://www.linkedin.com/company/gridware-cybersecurity/,"Level 12/189 Kent St, Sydney NSW 2000, Australia",-33.863257,151.2036853,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Natilik,null,"Natilik is a specialist global IT & Communications provider, head quartered in London with offices in New York, Sydney and Singapore. As a company, our purpose is to be the confident guide for our clients; to learn, lead and transform. To assist our clients through the complex world of technology and deliver the best possible outcomes for their business. It means being brave as well as pragmatic; delivering what we say we will and ultimately becoming a valued and trusted partner.That’s why we are called Natilik, a name inspired by a group of people that guided others to achieve amazing things.",null,IT and Services,201-500 employees,http://www.natilik.com,null,Privately Held,null,https://www.linkedin.com/company/natilik/,"9A Devonshire Square, Spitalfields, London EC2M 4YN, United Kingdom",51.5167296,-0.0782815,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"Database Solutions, a division of NTT Ltd.",null,"Database Solutions is a division in the Australia and New Zealand region of NTT Ltd. and includes the former SQL Services as part of its broader database expertise and capabilities. Our highly experienced and certified database administration (DBA) team specialize in providing managed and professional services for Microsoft SQL Server and Business Intelligence (BI) environments, Oracle databases and general data management projects. We deliver our proactive DBA services through our partners or direct to our clients, providing 24x7x365 support with contracted service level agreements (SLA) for the most complex environments in the market. In addition, we have a team of certified senior database specialists to address any complex SQL Server, Oracle, BI or general data management requirements.",+64 3546 2058,IT and Services,51-200 employees,https://www.sqlservices.com,null,Privately Held,null,https://www.linkedin.com/company/sqlservices/,"#02-103, Midview City, 24 Sin Ming Lane, Singapore 573970",1.358586,103.83358,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Mako Networks,null,"The Mako System is an award winning networking and security service designed specifically for SMEs and branch offices of larger organisations. The System increases productivity and reduces the associated business costs of connecting to the Internet through the effective management and control of the company Internet connection.

An integral feature of the Mako System is the hosted central management platform that allows remote management, delivers proactive security and feature updates and provides comprehensive reports. 

The Mako System available through partners in the United States, the United Kingdom, Europe, New Zealand and Australia.",null,IT and Services,51-200 employees,http://www.makonetworks.com,"Elgin, IL",Privately Held,null,https://www.linkedin.com/company/mako-networks/,"7/62-64 Paul Matthews Road, Albany, Auckland 0632, New Zealand",-36.750666,174.7140607,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
First Focus IT,null,"First Focus is the smart alternative IT provider for mid-sized businesses throughout Australia and New Zealand. 

Our philosophy is to deliver our clients smart, flexible and value driven IT solutions, by combining our enterprise quality infrastructure and processes, with our small business personalised service and responsiveness. 

This philosophy means that we always start by understanding your needs, and custom building a technical solution specifically to meet those needs. We’re not focussed on technology, we’re focussed on our customers. 

This approach has resulted in our providing the region’s best private cloud solution for small and midmarket organisations based on customer outcomes and value.  We combine this with the best available IT support and outsourcing solutions based on our responsiveness, expertise, and coverage. 

First Focus is now one of Australia’s fastest growing and most successful IT service providers, delivering our end-to-end business support solutions to over 10,000 end users and over 100 businesses throughout Australia and New Zealand.",290078100,IT and Services,51-200 employees,https://www.firstfocus.com.au,"Botany, New South Wales",Privately Held,null,https://www.linkedin.com/company/first-focus-it/,"Level 2/415 Bourke St, Melbourne VIC 3000, Australia",-37.8149358,144.9617429,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
CircuIT Recruitment Group,"Level 8, 287 Collins St, Melbourne, Victoria 3000, AU","CircuIT is a recruitment agency specialised in the IT industry. We deliver permanent and contract end-to-end recruitment solutions in Australia (with a strong focus on Melbourne). We identify, locate and place the best IT professionals at IT companies that are hiring new talent. It is our mission to provide a truly successful recruitment service that adds significant value to our clients and candidates. That's why we: 1. ...specialize ourselves in different verticals in the IT industry, an experienced consultant assigned to each vertical. We’re able to provide our clients and candidates just what they need.2. ...genuinely care about our team and our network. We advocate the importance of IT.3. ...are transparent in everything we do. What you see is what you get. 4. ...are energized, powered by passion, quick and responsive. We deliver recruitment solutions for the following markets:- Technical Solution & Enterprise Architecture- Digital, Design, UI/UX- Project & Program Management- Business & System Analysis- Testing & Quality Assurance- Infrastructure / Systems & Networks / DevOps / Security- Enterprise Application Integration / Business Process Management- RDBMS, Business Intelligence & Data WarehousingContact us:T: +613 9245 0600E: info@circuitrec.com.auA: Level 8, 287 Collins Street, Melbourne 3000",null,IT and Services,11-50 employees,http://www.circuitrec.com.au,"Melbourne, Victoria",Privately Held,null,https://www.linkedin.com/company/circuit-recruitment-group/,"8/287 Collins St, Melbourne VIC 3000, Australia",-37.8163633,144.9644708,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
FatWire Software,null,"Oracle has acquired FatWire Software (FatWire), a leading provider of web experience management solutions.FatWire's solutions are designed for business users with easy-to-use tools, enabling marketers to optimize the online experience for customers.",null,IT and Services,201-500 employees,https://www.oracle.com/corporate/acquisitions/fatwire/,"Mineola, New York",Privately Held,null,https://www.linkedin.com/company/fatwire-software_2/,"Edificio Rochaverá Corporate, Av. das Nações Unidas,, Sao Paulo, CEP:, 04794-000, BR",-23.624617,-46.659874,"Av. das Nações Unidas,",FatWire Software Brazil,"HWT Building, Southbank, VIC, 3006, AU",-37.803425,145.01105,Southbank,FatWire Software Australia,"Kruisweg 821a, NG Hoofddorp, null, 2132, NL",51.89373,4.523071,NG Hoofddorp,FatWire Software Netherlands,"330 Old Country Road, Mineola, New York, 11501, US",40.748295,-73.98556,Mineola,null,null,null,null,null,null,US
nQ Zebraworks,null,"nQ Zebraworks provides software-based information workflow solutions to more than 35% of the largest 250 law firms in the United States, seven of the top 20 in the U.K., seven of the largest 35 in Australia and five of the top 10 globally. It provides scanning and routing, print management and cost recovery technology and cloud-based integration tools for the business and practice of law. nQueue was founded in 2003. It holds four patents for embedded applications in multifunction devices and its print management, cost-recovery and/or state-of-the-art scanning and routing technology is in 37 Am Law 100 firms. In 2020, it merged with Zebraworks to move the business and practice of law to the cloud.  nQ Zebrawork's Strength in Numbers •	91 of the top 250 law firms in the U.S.•	7 of the top 20 law firms in the U.K.•	7 of the top 33 law firms in Australia •	5 of the top 10 law firms worldwide•	More than 25 years in business•	4 U.S. patents•	5 partnerships with leading MFD manufacturers•	3 industry awards•	10 partnerships with facilities management providers•	37 firms in the Am Law 100",null,IT and Services,51-200 employees,https://nqzw.com/,"Tempe, Arizona",Privately Held,null,https://www.linkedin.com/company/nqueue/,"7890 S Hardy Dr # 105, Tempe, AZ 85284, United States",33.345117,-111.9549273,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
AccessHQ,null,"AccessHQ is a specialist quality assurance and testing organisation. We are a 100% Australian-owned ICT Services organisation employing over 350 consultants nationwide and are part of the Dialog Group of companies, which is Australia's leading privately owned information technology services group.We help our clients to integrate quality across the full technology lifecycle. We are Australia’s and Hong Kong’s only quality integrator and provide a comprehensive range of assurance and testing services. Our key services include Quality Assurance Consulting, Customer Analysis and Insight services, Testing Resource Solutions and Quality Planning & Management services.  We specialise in the assessment and improvement of all technology products including websites, intranets, e-commerce applications and mobile devices.Led by some of Australia’s most experienced quality assurance professionals, our team of principal consultants, test engineers, usability and performance consultants ensure we deliver efficient and effective assurance and testing outcomes. AccessHQ operates from offices in Sydney (head office), Canberra, Adelaide, Melbourne, Brisbane and Hong Kong.",null,IT and Services,201-500 employees,http://www.accesshq.com/,"North Sydney, New South Wales",Privately Held,null,https://www.linkedin.com/company/accesshq/,"144 Montague Rd, South Brisbane QLD 4101, Australia",-27.4746377,153.0111234,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Luxoft,null,"Luxoft, a DXC Technology Company (NYSE: DXC), is a digital strategy and software engineering firm providing bespoke technology solutions that drive business change for customers the world over. Luxoft uses technology to enable business transformation, enhance customer experiences, and boost operational efficiency through its strategy, consulting, and engineering services. Luxoft combines a unique blend of engineering excellence and deep industry expertise, specializing in automotive, financial services, travel and hospitality, healthcare, life sciences, media and telecommunications.DXC is the world's leading independent, end-to-end IT services company that drives digital transformations for clients by modernizing and integrating their mainstream IT. Together, DXC and Luxoft offer a differentiated customer-value proposition for digital transformation by combining Luxoft’s front-end digital capabilities with DXC’s expertise in IT modernization andintegration. Please follow Luxoft for regular updates and insights into our business.",null,IT and Services,"10,001+ employees",http://www.luxoft.com,null,Public Company,null,https://www.linkedin.com/company/luxoft/,"160 Robinson Rd, #17-01 Singapore Business Federation, Singapore 068914",1.278027,103.8479839,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Tricentis,null,"Tricentis is the pioneer and global leader in automated testing to accelerate software delivery and digital transformation. Tricentis is widely credited for reinventing software testing and delivery for DevOps and agile environments. Through agile test management and advanced test automation optimized to support over 150+ technologies, the Tricentis platform enables enterprises to dramatically increase software release speed, reducing costs, and improving software quality. Tricentis operates in over 12 countries and has more than 1,600 customers, including the largest brands in the world, such as Accenture, Coca Cola, Dolby, Nationwide Insurance, and Zappos.To learn more, visit https://www.tricentis.com or follow us on LinkedIn, Twitter, and Facebook.",null,IT and Services,"501-1,000 employees",http://www.tricentis.com,"Mountain View, California",Privately Held,null,https://www.linkedin.com/company/tricentis/,"109 North Bridge Rd, Singapore 179097",1.2914767,103.8498003,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Cybage Software,null,"Cybage is a global software product engineering services organization, that designs and provides services in technology, strategy, and operations. Our scientifically-driven, data-oriented, and delivery-focused approach enables us to spot unmet needs, deliver concrete breakthrough products and services, and make organizations more innovative and agile. We work zealously with you, side-by-side building your institutional capabilities to better understand the market, uncover customer and user insights, evolve and create exceptional customer experiences, and successfully bring them to market. Our global team serves in over 15 countries across North America, Europe, Asia, and Australia. Learn more about how our team of 6300 people delivers value scientifically at https://www.cybage.com/",null,IT and Services,"5,001-10,000 employees",http://www.cybage.com,"Pune, Maharashtra",Privately Held,null,https://www.linkedin.com/company/cybage/,"1 North Bridge Rd, #19-04/05, Singapore 179094",1.2899203,103.849345,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Turnitin,null,"Turnitin is a global company dedicated to ensuring the integrity of education and meaningfully improving learning outcomes. For more than 20 years, Turnitin has partnered with educational institutions to promote honesty, consistency, and fairness across all subject areas and assessment types. Our products are used by educators to guide their students towards higher standards of integrity and by students, researchers and professionals to do their best, original work. Turnitin has offices in Australia, India, Indonesia, Japan, Korea, Mexico, the Netherlands, the Philippines, Ukraine, the United Kingdom, and the United States. Over 15,000 academic institutions, publishers, and corporations use our services: Feedback Studio, Gradescope, iThenticate, Turnitin Originality, Turnitin Similarity and ExamSoft.",null,IT and Services,"501-1,000 employees",http://www.turnitin.com,"Oakland, CA",Privately Held,null,https://www.linkedin.com/company/turnitin/,"Sultan Ibrahim Chancellery Building, Jalan Iman, 81310 Skudai, Johor, Malaysia",1.5593571,103.6385749,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Nityo Infotech,null,"Nityo Infotech (Nityo) is a Global Technology Solutions and Services organisation. Headquartered in US with deep imprints in APAC & EMEA.     Nityo is powered by 15,500+ employees across 30 countries serving enterprises across industries like Banking, Insurance, Finance, FMCG, Hi-Tech start-ups, Government enterprises, Pharmaceuticals, Oil & Gas, Agriculture and more.Through Nityo's services division, we have empowered numerous brands in optimising cost through Managed Services as well as outsourcing model.Our spectrum of services are broad, deep and structured around Nityo’s unique “RIG” framework; Run, Innovate and Grow.Nityo's portfolio as well as partner companies offer a unique mix of solution's ranging from Digital Lending platforms, Anti-money laundering solutions, AI/ML Based Chat Bots, Secret Management Platform, Enterprise Content Management Solutions, Tech Skill Assessment platform, Location Intelligence Solution, Call Center Automation Platform, Performance Management Platform , Cloud Migration and more. Nityo is trusted by over 3000 Enterprises across various industries including Standard Chartered Bank, DBS, Prudential, UOB, Singapore Airlines, Telkom Malaysia, BNY Mellon, Watson's, Honeywell, Lazada, Gojek, Sony, HP, Singapore Tourism Board,Lexis Nexis and Sinarmas.USA 🇺🇸 | Canada 🇨🇦 | UK 🇬🇧 | India 🇮🇳 |Singapore 🇸🇬 | Malaysia 🇲🇾 | Indonesia 🇮🇩 | Thailand  🇹🇭 | Vietnam 🇻🇳 | Hong Kong 🇭🇰 | China 🇨🇳 | Philippines 🇵🇭 | Australia & New Zealand 🇦🇺 | Japan 🇯🇵 | South Korea 🇰🇷| France 🇫🇷 | Germany 🇩🇪 | Spain 🇪🇸 | Italy 🇮🇹 | Poland 🇵🇱 | Ukraine 🇺🇦 | Turkey 🇹🇷",null,IT and Services,"10,001+ employees",http://www.nityo.com,"Plainsboro, United States, NJ",Privately Held,null,https://www.linkedin.com/company/nityo-infotech/,"10 Ubi Cres, Singapore 408564",1.326293,103.896145,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"Bluewolf, an IBM Company",null,"Bluewolf, an IBM Company, is the global consulting agency committed to helping lead the future of business with Salesforce. We are a new kind of business partner, backed by the power and scale of one of the world’s most trusted technology companies with over a century of leading innovations that matter for business and the world. We use Augmented Intelligence (AI) as a competitive advantage to enable companies of any size and industry to deliver deeper and more personalized customer and employee moments–now.Twitter: @BluewolfCareers: http://www.bluewolf.com/careers Facebook: https://www.facebook.com/bluewolfcloud/",null,IT and Services,"1,001-5,000 employees",http://www.bluewolf.com,"New York, New York",Public Company,null,https://www.linkedin.com/company/bluewolf-an-ibm-company/,"IBM Studios, level 28/60 City Rd, Southbank VIC 3006, Australia",-37.8211745,144.9660841,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"Zones, LLC",null,"Zones, LLC, is a $2 billion global IT solutions provider committed to helping businesses complete their digital transformation. We do this by partnering with leading technology brands and focusing on four key Solution Environments: Workplace Modernization, Network Optimization, Data Center Transformation, and Security Fortification. As a certified Minority Business Enterprise based in Auburn, WA, with operations in more than 80 countries around the world, we’ve helped companies of all shapes and sizes successfully transition into the digital age. Visit www.zones.com or call (800) 408-9663 to learn more.",800.248.9948,IT and Services,"1,001-5,000 employees",http://www.zones.com,"Auburn, WA",Privately Held,null,https://www.linkedin.com/company/zones/,"321 Main Blvd Gulberg, Block D1 Block D 1 Gulberg III, Lahore, Punjab 54660, Pakistan",31.5128258,74.3424213,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"Collaborative Solutions, LLC",null,"Collaborative Solutions is a leading global Finance and HR Transformation consultancy that leverages world-class cloud solutions to help deliver successful outcomes for its customers. As one of the longest-tenured consulting partners with Workday, Collaborative Solutions has a 98% customer satisfaction rate and has partnered with over 550 customers including global Fortune 500 companies, medium-sized businesses, and education and government institutions. Collaborative Solutions has deployed in over 125 countries and has experience with organizations ranging from 200 to 200,000 employees. Collaborative Solutions is based in the Washington, D.C., metro area and has offices throughout North America, Europe and Asia-Pacific.",null,IT and Services,"1,001-5,000 employees",http://www.collaborativesolutions.com,"Reston, Virginia",Privately Held,null,https://www.linkedin.com/company/collaborative-solutions-llc/,"11190 Sunrise Valley Dr STE 110, Reston, VA 20191, United States",38.9423079,-77.3320036,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
K2 Partnering Solutions,null,"K2 Partnering Solutions is the leading global technology solutions firm known for our consultative approach to business. Our unparalleled understanding of the technology landscape and industry verticals means we provide unique consultative solutions in the Enterprise Cloud and on Premise, Predictive Analytics & Big Data, Social & Enterprise Mobility, Cyber Security, Artificial Intelligence and Robotics markets.Enterprise Cloud Salesforce/ HANA Enterprise Cloud / SAP Lumira Cloud / ServiceNow/ WorkDay/ Pega / MS Dynamics Cloud / NetSuite / Oracle Cloud / Kronos / Veeva / Amazon Web Services / GuideWire / VMware / FieldglassCyber Security FireEye / Symantec / Cisco / Kaspersky Labs / InfoBlox / RSA / McAfee / F5 / TrendMicroPalo Alto Networks / BlueCoat / Lancope / AlienVault / Norse / AVG / IBM / VeracodeLockheed Martin / CSC / Intel SecuritySocial & Enterprise MobilityiOS / UI & UX Designers /Google Applications / LinkedIn / JAM / Facebook / Twitter / Chatter / Windows Mobile / AndroidEnterprise on Premise SAP S/4HANA / SAP BI-BO / SAP CRM / SAP Finance / SAP SCM /  Ariba / Concur / Hybris / Oracle / Oracle EBSPredictive Analytics & Big DataAngoss / IBM Predictive Analytics / KXEN / BeyondCore / Oracle Data Mining / Pervasive / Revolution Analytics / Salford Systems / SAP predictive analytics / SAS Analytics / Statistica / Tibco analytics softwareInternet of Things (IoT)Salesforce IoT Cloud / Amazon Web Services IoT / Carriots / Oracle Integrated Cloud / Predix / Microsoft Azure IoT / ThingWorx / Cisco IoT Cloud ConnectArtificial Intelligence & Robotics RapidMiner / Grok / IBM Watson / OpenCog / Apache Mahout",null,IT and Services,"1,001-5,000 employees",https://bit.ly/3h9z4dG,"London, England",Privately Held,null,https://www.linkedin.com/company/k2-partnering-solutions/,"50 #14-06, Raffles Place, Singapore Land Tower, Singapore 048623",1.2849635,103.8521653,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Blackhawk Network,null,"Blackhawk Network delivers branded payment solutions through the prepaid products, technologies and network that connect brands and people. We collaborate with our partners to innovate, translating market trends in branded payments to increase reach, loyalty and revenue. Serving 28 countries, we reliably execute security-minded solutions worldwide. Join us as we shape the future of global branded payments. Learn more at https://bit.ly/BHNWebsite or visit our careers page at blackhawknetwork.com/company/careers.  For customer service inquiries, please reach us at customerservice@bhnetwork.com.",null,IT and Services,"1,001-5,000 employees",https://bit.ly/BHNWebsite,"Pleasanton, California",Privately Held,null,https://www.linkedin.com/company/blackhawk-network/,"Suite 2.02/6A Glen St, Milsons Point NSW 2061, Australia",-33.8467481,151.2103352,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
