Company Name,Location,Industry,Company Size,Website,Headquarter,Linked In URL,Type,Latitude,Longitude,Country,Overview,Founded
Employee Ownership Australia,"GPO Box 2649,, Sydney, NSW 2001, AU",non-profit,2-10 employees,http://www.employeeownership.com.au,"Sydney, NSW",,Public Company,145.234771,-37.812601,AU,"Employee Ownership Australia (EOA) is an independent not for profit, member based organisation that represents a diverse range of members; from listed companies with employee share schemes (ESS) through to worker-owned co-operative and mutual enterprises (CMEs). Our VisionRealising the potential of employee ownership for all stakeholders (e.g. government, companies, employees, advisors, investors, funds).Our GoalsEOA's goals are to;1. Provide independent and balanced views on employee ownership policy.2. Promote employee ownership through the provision of information and connections.Some of the ways in which EOA strives to achieve these goals include:1. Being the centre of excellence for companies seeking to implement or support employee share ownership or ESS's. 2. Being the voice on employee share ownership issues in Australia. 3. Encouraging research into the productivity impacts of employee ownership. 4. Encouraging government at all levels to develop taxation and other incentives to promote employee ownership. 5. Providing exceptional services to our members.",2011
Human Appeal Australia,"119 Haldon St, Lakemba, New South Wales 2195, AU",non-profit,11-50 employees,http://www.humanappeal.org.au,"Lakemba, New South Wales",,Nonprofit,151.207973,-33.868125,AU,"Human Appeal Australia (HAA) aims to strengthen humanity's fight against poverty and social injustice. Through the provision of immediate relief and establishment of self-sustaining development programs, we aim to invest in real, effective solutions. By establishing firm and loyal grass root relationships with local, national and international partners we are able to access some of the most hard to reach places at the most vulnerable of times.HAA believes that establishing stable health care, education and income generation programmes, paves the way for empowered, self-serving communities. Through the provision of immediate relief and establishment of sustainable development programmes, we aim to invest in real effective solutions. We also recognise that the provision of food, medical aid and emergency shelter in times of humanitarian crises is essential for the immediate preservation of life. As such, we value the importance of a multidimensional aid approach, and therefore dedicate our time respectively between emergency relief and long term development.",1991
Veteran Sport Australia,"Level 5, 341 George Street, Sydney, NSW 2000, AU",non-profit,2-10 employees,https://veteransport.org.au/,"Sydney, NSW",,Nonprofit,144.933042,-37.590804,AU,"Veteran Sport Australia connects veterans and their families with individual and team sport, recreational programs, one-off competitive events, camps and Games, like the Warrior Games and Invictus Games. We provide pathways to coaching and mentoring training, and access to financial assistance for those who cannot afford to participate. We make it easier for veterans and their families to access sport and recreation programs in their local area with the ultimate goal of improving their physical and mental health and wellbeing.",2018
Australian Centre for Grief and Bereavement,"253 Wellington Road, Mulgrave, VIC 3170, AU",non-profit,11-50 employees,http://grief.org.au,"Mulgrave, VIC",,Nonprofit,151.209421,-33.868633,AU,"The Australian Centre for Grief and Bereavement is an independent, not-for-profit organisation. Established in 1996, it is the largest provider of grief and bereavement education in Australia, offering quality education and training opportunities for health professionals, students, volunteers and any other individual or agency desiring to enhance grief and bereavement knowledge. The Centre is committed to an Australia where bereaved and grieving people are understood and supported by the whole community. In 2006, the Centre was appointed by the Victorian Department of Health and Human Services as the state-wide specialist bereavement service.",1996
Australia East Timor Friendship Association, ,non-profit,0-1 employees,http://www.aetfa.org.au,"GOODWOOD, SA",,Nonprofit,151.205839,-33.871702,AU,"Beginning as the Campaign for an Independent East Timor (SA), AETFA has worked for the human rights and self-determination of the East Timorese people since 1975. It adopted its current name in 2002 as East Timor (now Timor-Leste) gained its independence, and seeks to assist the Timorese to rebuild their country and their lives.
AETFA engages in advocacy and fundraising for appropriate and sustainable development, including
- Support for the Timor Sea Justice Campaign
- Justice for victims of Human Rights Abuse in Timor-Leste and the region
- Support and fundraising for the work of the Alola Foundation
- Support for the AusTimor Friendship Network (AusTimorFN)
- Fundraising for Rebuilding Education in Timor-Leste; medical equipment and supplies; and the work of Timorese NGOs
- Help for the East Timor Epilepsy Association
- Support for Timorese students studying in South Australia",1975
Turbans 4 Australia,"Prestons, NSW 2170, AU",non-profit,201-500 employees,http://www.t4a.org.au,"Prestons, NSW",,Nonprofit,144.960448,-37.804862,AU,"Turbans 4 Australia is a Sikh charity organization that helps anyone in need regardless of their race, religion or ethnicity. We raise awareness about important social issues, fundraise for worthy causes and participate in charitable works. Our practice promotes multiculturalism and religious tolerance. In 2015, we delivered around $3,000 worth of groceries to farmers in Dubbo to provide them sustenance. We drove 7 semi-trailers full of hay to drought-stricken farmers in Coonamble to express our gratitude for Australian farmers in drought crisis. We provided $4,500 worth of supplies to victims of Cyclone Marcia in Queensland and delivered groceries equivalent to $4,000 to residents of Vanuatu after Cyclone Pam. In 2016, we helped renovate a community hub in Mount Druitt by donating and installing three new air conditioners. These are only a few examples of what we've been able to achieve thanks to the hard work of our volunteers and generous donations from the Sikh community.We have inculcated about the Sikh community across Australia through periodic Turban Festivals. During these festivals we showcase the art of tying a turban on participant's head. It is an opportunity to answer queries of our fellow Australians and reduce the stigma about Sikhs' physical appearance. We have staged traditional Bhangra dance performances and demonstrated the Sikh martial art of Gatka at venues across Australia, including a performance on the Australia Day.By forming connections with people from all walks of life, we are breaking down the barriers of fear and misunderstanding while following the core Sikh values of equality, respect and service to humanity. As a proud Sikh and Australian, it is our deepest hope that Turbans 4 Australia will continue to promote multiculturalism, interfaith dialogue, charity and compassion for many years to come. As a cohort, the volunteers and I certainly try our best to create a tolerant society.",2015
Lattitude Global Volunteering - Australia,"1/95 Johnston St, Fitzroy, VIC 3065, AU",non-profit,11-50 employees,http://www.lattitude.org.au,"Fitzroy, VIC",,Nonprofit,145.052776,-37.790443,AU,"Lattitude Global Volunteering is an international youth development charity that has supported young people aged 17 to 25 on overseas placements for over 40 years.  A variety of opportunities are available to assist local communities in Asia/Pacific, Africa, Europe, the UK and North America in the areas of teaching, sports, outdoor activities and community development.  These opportunities enable young Australians to truly experience another culture and to become part of a growing network of young people contributing in meaningful ways to communities around the world.",1972
Women's Federation for World Peace Australia,"42-46 Bartley Rd, Belgrave Heights, Victoria 3160, AU",non-profit,11-50 employees,https://www.wfwpaustralia.org/,"Belgrave Heights, Victoria",,Nonprofit,151.241347,-33.82305,AU,"WFWP is a dynamic organisation committed to providing women with the opportunity to create lasting peace in the world - centering on the inherent feminine characteristics of care, empathy, nurturing and cooperation. We encourage and support every woman to become a ‘woman of peace' through cultivating her heart - the mother's heart - to care not just for her own children, but for the children of other communities, other nations and of the world.WFWP International (WFWPI) was inaugurated in 1992 and is active in 122 nations worldwide. WFWPI is founded on the belief that a peaceful world begins in the heart of each person and in each family.  The family is the cornerstone of peace and mature couples are the foundation for strong and loving families. As an NGO, WFWPI obtained the prestigious General Consultative Status with the Economic and Social Council of the United Nations after five years of International humanitarian service. WFWPI focus activities:	Sustainable Development 	Human Rights	Peace and Security	Humanitarian ServiceLocal Projects include: Global Women's Peace Network; annual Pasifika Festival and Charity Walk; values education workshops and retreat; Peace Seminars, UN International Day of Peace Conference; marriage, family and wellness education; Faith Stories; Mindfulness Retreat and, reconciliation through the Bridge of Peace ceremonies. Humanitarian projects within the island nations of Oceania include: Pasifika Micro-Credit, a micro-credit initiative for women entrepreneurs; Pasifika Scholarship Fund for young adults and high school children; Books for the Islands; New Hope Academy Kindergarten and Sun Hak Primary School in the Solomon Islands; Women's Sewing Centres; and, the Island Lights Project. We are committed to•	Serving communities - Humanitarian Projects•	Strengthening families - Social Impact Projects•	Reconciling differences and healing wounds of the past  •	Global Women's Peace Network (GWPN) - Network of women leaders",1992
Asia Business Council of Western Australia Incorporated,"197 St Georges Terrace, Level 14, Perth CBD, Western Australia 6000, AU",non-profit,2-10 employees,http://www.abcwa.org.au,"Perth CBD, Western Australia",,Nonprofit,144.975863,-37.838444,AU,"The Asia Business Council of Western Australia (ABCWA) was incorporated in August 2020 to encourage and support collaboration between Asian Business Councils, Government and Organisations to enhance and strengthen economic and cultural ties between Asia and Western Australia.Representatives of Western Australian and Australian Asian Business Councils form the ABCWA Board of Directors with an ex-officio role filled by a representative of Government of Western Australia Department of Jobs, Tourism, Science and Innovation (JTSI).In addition, the ABCWA includes an Advisory Council compiled of representatives from key stakeholder organisations.",2020
Guillain Barre Syndrome Foundation of Australia,"Sydney,   AU",non-profit,2-10 employees,http://www.guillainbarresyndrome.org, ,,Nonprofit,151.201492,-33.861802,AU,"The Guillain Barre Foundation of Australia main purpose is to advance health by supporting and improving the quality of life of patients and families, and to be recognised as the Australian resource for GBS. Increase public awareness through education and raise funds for the research & treatment of Guillain Barre Syndrome until a cure is found.",2016
Focus on the Family Australia,AU,non-profit,11-50 employees,http://www.families.org.au, ,,Nonprofit,144.850472,-37.710041,AU,"Focus on the Family Australia have been helping to strengthen families and communities through its radio programs, preventative education programs, the provision of counselling and referral, as well as providing a full range of resources to help all families thrive.",null
TFAA (Thai Food Association of Australia) Incorporated,AU,non-profit,11-50 employees, , ,,Nonprofit,151.18562,-33.809725,AU,"TFAA (Thai Food Association of Australia) Incorporated (ABN 60 389 558 546 | ARBN 163 461 345) is the National Australian non-profit industry body representing the Thai food industry in Australia

TFAA mission & objectives are to: 
	
- Promote the healthy and succulent Thai cuisine to millions of Australians & inform them on the latest Thai Food events in Australia, in Thailand and around the World

- Gather & share with TFAA members market intelligence on all aspects of the Thai industry in Australia
	
- Support & enhance the business of 2,000+ Thai restaurants and 100's of industry partners, a dynamic and significant economic sector in Australia, via an ongoing range of industry-level activities and tailored services

- Provide development opportunities for 10,000+ Thai Food industry professionals & recognize their professional excellence

- Lobby with both Thai & Australian institutions at all levels on a wide range of topics pertinent to the Thai Food industry in Australia",2013
ShelterBox Australia (Disaster Relief),"3rd Floor, 43 Hunter St, Parramatta, NSW 2477, AU",non-profit,2-10 employees,http://shelterboxaustralia.org.au,"Parramatta, NSW",,Nonprofit,115.855138,-31.953673,AU,"ShelterBox provides emergency shelter and vital supplies to support communities around the world overwhelmed by disaster and humanitarian crisis. Since the foundation of ShelterBox  in 2000, we have responded to earthquakes, floods, volcanoes, tsunamis, hurricanes, landslides, typhoons and conflict, delivering emergency humanitarian aid to communities in need. Simply put, if there are families in need of emergency shelter, we will do everything we can to help them. Our vision A world in which all people displaced by disasters and humanitarian crises are rapidly provided with emergency shelter and vital aid, which will help rebuild their communities and lives. Our mission To rapidly provide emergency shelter and vital aid to stabilise, protect and support communities overwhelmed by disaster and humanitarian crisis.ShelterBox is proud to be a Project Partner of Rotary International and works with Rotary clubs around the world to provide rapid disaster response.",2010
South Australian Wine Industry Association,"Botanic Road, 1st Floor Industry Offices, National Wine Centre, Botanic Road,, Adelaide, South Australia 5000, AU",non-profit,2-10 employees,http://www.winesa.asn.au,"Adelaide, South Australia",,Nonprofit,149.0970398,-35.3170561,AU,"The South Australian Wine Industry Association is the peak body representing the viticultural and winemaking interests of the state. SAWIA is an essential business partner to wine producers and grape growers of South Australia.

The association's core functions are to provide representation, leadership, advice, information, products and services to members. The association provides practical information and advice to members in many areas - Industrial relations / employee relations, awards and wages, legislation services, human resources / work health safety, job dictionary, OHSW Guidelines, environment, viticulture, environmental excellence award, environment conference, export, export opportunities, promotional programs and market development, regional branding marketing materials, state wine branding materials, liquor licensing, industry training, up to date industry news, monthly newsletters, special member only offers, and wine appreciation courses through its National Wine Education & Training Centre.

Members are encouraged to share their expertise via the Employee Relations, Work Health and Safety, and Environment Committees that deal with specific subjects, and provide a forum for the exchange of information, development of policy and new ideas. The Regional Associations Forum also meets regularly ensuring that state and regions work together.",1840
Precious Plastic South Australia,"King William Rd, North Adelaide, South Australia 5006, AU",non-profit,2-10 employees,http://www.facebook.com/preciousplasticsouthaustralia,"North Adelaide, South Australia",,Nonprofit,138.601771,-34.923081,AU,"Precious Plastic is a project to recycle plastic into precious and useful objects using machines built largely from material from the scrapyard.By seeing plastic pollution as an opportunity, the project promotes sustainability, protection of the natural environment, and reducing use of finite fossil fuel resources. The project builds upon the concept of the circular economy, and values the benefits of skill and resource sharing. Precious Plastic South Australia aims to facilitate and support recycling projects across the state, share workspace, build awareness of plastic pollution and possible solutions, and collaborate with like-minded people!",2018
iCARE Australia,"15/27 Hunter St, Parramatta, NSW 2150, AU",non-profit,2-10 employees,http://www.icare.org.au,"Parramatta, NSW",,Nonprofit,144.898512,-37.79804,AU,"iCare is an Australian organisation working in the field of education in developing countries.  
We help transform lives through education. 

Our projects help women, children and youth from disadvantaged communities receive an education, help students to achieve their full potential at school, strengthen schools as learning environments, and improve livelihoods. 

For more information visit www.icare.org.au.",1982
International Nepal Fellowship Australia,"1 View St, Chatswood, New South Wales 2067, AU",non-profit,2-10 employees,https://inf.org.au,"Chatswood, New South Wales",,Nonprofit,115.834088,-31.960773,AU,"INF Australia partners with INF Nepal and other local Christian organisations in Nepal, as they walk and work with the poorest and most marginalised people in their communities.Our local partners, who are close with their communities, work for long-lasting, holistic and sustainable change in the lives of individuals, families and communities. We support community empowerment programs in Nepal's western provinces, health and disability programs through hospitals and patient advocacy, and communities building resilience and capacity to respond to climate change and natural disasters.We also send and support a small number of suitably skilled and qualified Australians to work alongside Nepali counterparts and under Nepali leadership to provide technical support and training.",null
Institute of Internal Auditors - Australia,"Level 7, 133 Castlereagh Street, Sydney, NSW 2000, AU",non-profit,11-50 employees,http://www.iia.org.au,"Sydney, NSW",,Nonprofit,144.159872,-36.800614,AU,"IIA-Australia is the national professional body representing the internal audit profession.  We are responsible for leading the direction of the internal audit profession in Australia.  IIA-Australia's role is to connect and support Internal Auditors throughout their careers for the advancement of the profession.We provide knowledge, training, advocacy and representation to promote the standing of the internal audit profession, as well as to develop internal audit better practice within workplaces.",null
Family Business Australia,"Suite 3, Level 5, 24 Albert Road, South Melbourne, VIC 3205, AU",non-profit,"1,001-5,000 employees",http://www.familybusiness.org.au,"South Melbourne, VIC",,Nonprofit,115.834088,-31.960773,AU,"Family Business Australia - where families in business connect, share and grow.We are a national organisation that is committed to contributing to Australia's future through a dynamic and successful family business community. This includes family businesses and families IN business.We recognise that 70% of all business in Australia is family owned, and collectively, the sector generates $4.3 trillion to the national economy. We need to demystify the idea that family business means only small business. The fact is that most of Australia's iconic and largest brands are actually family owned.We are passionate about raising the profile of family business sector, and we know firsthand the contribution that these businesses make to the economy and community in which they operate. We are also aware of the challenges that family businesses are facing through the current economic climate or through issues such as family business succession. We invite you to become involved with FBA and:Meet other like minded family businesses Join a Forum GroupAttend courses designed specifically to meet the needs of families in business Come along to our conferences and networking eventsFind an FBA Accredited Adviser to assist you with your family business issuesBe part of a voice to government as we represent the engine room of Australia's economy",1998
ReachOut Australia,"Suite 2.04, Building B, 35 Saunders Street, Sydney, NSW 2009, AU",non-profit,11-50 employees,http://reachout.com/about,"Sydney, NSW",,Nonprofit,143.480452,-37.014348,AU,"ReachOut is the most accessed online mental health service for young people and their parents in Australia. Our trusted self-help information, peer-support program and referral tools save lives by helping young people be well and stay well. The information we offer parents makes it easier for them to help their teenagers, too.We've been championing wider access to mental health support since we launched our online service more than 20 years ago. Everything we create is based on the latest evidence and is designed with experts, and young people or their parents. This is why our service is trusted, relevant and so easy to use.Accessed by more than 2 million people in Australia each year, ReachOut is a free service that's available anytime and pretty much anywhere.",1996
Australia India Business Council Ltd,"AUSTRALIA WIDE,   AU",non-profit,2-10 employees,http://www.aibc.org.au, ,,Nonprofit,143.8553445,-37.5601937,AU,"As the pre-eminent business council in Australia, the AIBC is an innovative business advocacy organisation whose purpose is to promote bilateral trade and expand Australia-India commercial ties.

AIBC provides its members with a forum to provide input into the policy and agenda for both countries, exchange business ideas, and provide networking opportunities through interaction across government and business groups.

The AIBC maintains close relationships with federal and state government agencies, the diplomatic corps and industry bodies, and showcases opportunities to the Australian business community through an active program of events nationally.",1986
Speech Pathology Australia,"Level 1 / 114 William Street, Melbourne, VIC 3000, AU",non-profit,11-50 employees,http://www.speechpathologyaustralia.org.au,"Melbourne, VIC",,Nonprofit,151.227358,-33.882018,AU,"Speech Pathology Australia is the national professional association for speech pathologists in Australia. The Association supports and regulates the ethical, clinical and professional standards of the profession, as well as lobbying and advocating for access to services that benefit people with communication and swallowing difficulties. Membership is open to applicants who meet the Association's eligibility requirements. The Association is recognised by government as the professional body representing speech pathologists in Australia.Speech pathologists study, diagnose and treat communication disorders, including difficulties with speech, language, reading and writing, stuttering and voice.People who experience difficulties swallowing food and drinking safely can also be helped by a speech pathologist.Speech pathologists work with people who have communication and swallowing difficulties that:- arise from premature birth, or may be present from birth (e.g., cerebral palsy, Down Syndrome, fragile X syndrome, Autism Spectrum Disorder, hearing impairments and cleft palate); or- occur as a result of physical, intellectual or sensory disability or a mental illness; or- emerge during early childhood (e.g., speech and language disorders, stuttering, difficulties learning to read and write); or- occur during adult years (e.g., traumatic brain injury, stroke, head/ neck cancers, neurodegenerative disorders such as motor neurone disease); or- develop in the elderly (e.g., dementia, Alzheimer's disease, Parkinson's disease).Speech pathologists work in a variety of settings, including public and private hospitals; early intervention; child care and education settings; community health and rehabilitation centres; corporate organisations; correctional and juvenile justice facilities; disability services; universities; mental health services; residential accommodation; aged care facilities; private homes; and private speech pathology clinics.",1949
CARE Australia, ,non-profit,51-200 employees,http://www.care.org.au,"Melbourne, VIC",,Nonprofit,151.209421,-33.868633,AU,"CARE is an international humanitarian aid organisation fighting global poverty, with a special focus on working with women and girls to bring about lasting change to their communities. 

We are a non-religious and non-political Australian charity, working together with communities to provide emergency relief and address the underlying causes of poverty. We believe supporting women and girls is one of the most effective ways to create sustainable outcomes in poor communities.",1987
International Education Association of Australia (IEAA),"Melbourne, Melbourne, Victoria 3000, AU",non-profit,2-10 employees,http://www.ieaa.org.au,"Melbourne, Victoria",,Nonprofit,153.034298,-27.450076,AU,"The International Education Association of Australia (IEAA) strives to empower professionals, engage institutions and enhance Australia's reputation as a provider of world-class education.

We serve the needs and interests of professional staff and academics who work in international education. Through networking and professional development events – including workshops, seminars and symposia – we empower individuals and encourage best practice among education institutions.

IEAA works in close collaboration with industry stakeholders, affiliated peak bodies and all levels of government. We also have an active research program and public policy agenda.

Together with IDP Education, IEAA presents the annual Australian International Education Conference (AIEC), the largest conference of its kind in the Asia-Pacific region.",2004
United Nations Association of Australia - Young Professionals Network,"20 Genge St, City, Australian Capital Territory 2601, AU",non-profit,11-50 employees,https://www.unaa.org.au/divisions/young-professionals/,"City, Australian Capital Territory",,Nonprofit,151.006176,-34.017233,AU,"The UNAA Young Professionals (YP) network involves and inspires young professionals throughout Australia in international affairs and the work of the United Nations around the world, through fundraising, awareness-raising and advocacy campaigns. The YP brings together a diverse mix of young professionals from business, law, government, the arts and philanthropy that are mainly between the ages of 25 to 35 years.The YP provides an exciting opportunity to interact with like-minded people and gives young professionals from all walks of life a unique forum in which to learn more about current international issues, the United Nations and the work of the UN Association in Australia.Young people have access to exclusive events featuring high-level speakers from the United Nations, expert practitioners from the government sector, academics and influential members of the business community.  The YP also presents an opportunity to take on leadership positions to make a positive impact on a global scale as well as offers valuable networking opportunities amongst like-minded peers and influential individuals across the business and professional world in Australia. The YP was officially launched in Darling Harbour, Sydney to a sell-out crowd on UN Day on 24 October 2011.If you're interested in joining the next generation of leaders that will positively shape the future of the world that we will live in, please reach out to us.If you are in NSW: nswyp@unaa.org.auIf you are in the ACT: actyp@unaa.org.auIf you are in WA: waypconvenor@unaa.org.auIf you are in QLD: qldyp@unaa.org.auIf you are in VIC: yp@unaavictoria.org.auIf you are in TAS: tasyp@unaa.org.au",2011
Disability Services Australia (DSA), ,non-profit,"1,001-5,000 employees",http://www.dsa.org.au,"Kingsgrove, New South Wales",,Nonprofit,151.209421,-33.868633,AU,"Disability Services Australia (DSA) is a for-purpose social enterprise supporting people with a disability in key regions of New South Wales. We provide contemporary, innovative services that promote choice and self-determination for the people we serve.DSA was established in 1957, when a group of likeminded families banded together to provide employment opportunities for their children, afterthey had completed school.Today, our vision remains consistent with the vision of those founding families – a life of choice and inclusion for all.DSA has grown to be one of the largest values-based disability service organisations in NSW,employing over 1800 people.",1957
Water Services Association of Australia (WSAA), ,non-profit,11-50 employees,http://www.wsaa.asn.au,"Docklands, Victoria",,Nonprofit,122.065977,-26.471618,AU,"The Water Services Association of Australia (WSAA) is the peak industry body representing the urban water industry. Our members provide water and sewerage services to over 24 million customers in Australia and New Zealand and many of Australia's largest industrial and commercial enterprises.Based around our vision of 'customer driven, enriching life'​, WSAA facilitates collaboration, knowledge sharing, networking and cooperation within the urban water industry. We are proud of the collegiate attitude of our members which has led to industry-wide approaches to national water issues.WSAA can demonstrate success in the standardisation of industry performance monitoring and benchmarking, as well as many research outcomes of national significance. The WSAA Executive retains strong links with policy makers and legislative bodies and their influencers, to monitor emerging issues of importance to the urban water industry. WSAA was formed in 1995 as a non-profit organisation to foster the exchange of information between industry, government and the community, and to promote sustainable water resource management",1995
Australian Cancer & Health Sciences Competition,"Parkville, Victoria 3010, AU",non-profit,11-50 employees,http://www.achsc.org.au,"Parkville, Victoria",,Nonprofit,116.04581,-31.78413,AU,"The Australian Cancer and Health Sciences Competition (ACHSC) is a not-for-profit organisation with a mission to empower young people of Australia to make a tangible and meaningful contribution towards the international and multidisciplinary fight against cancer. ACHSC was established in March 2015 by a group of undergraduate students from the University of Melbourne, who saw the need to create a platform for young people to learn about the biology and impact of a disease that is likely to affect all of them at some point in their lives. Over the years, ACHSC has grown significantly in size and reputation. Currently, the organisation is run by a team of over 60 volunteers, who share a passion to improve cancer literacy in Australia. We are supported by the Walter and Eliza Hall Institute of Medical Research, Olivia Newton-John Cancer Research Institute, Tour de Cure, Cancer Council Victoria, Breast Cancer Network Australia, and Gene Technology Access Centre. ACHSC runs 4 main initiatives:• High School Cancer Competition (HSCC)• High School Cancer Symposium (HSCS)• High School Cancer Masterclasses (HSCM)• University Cancer Case Competition (UCCC)For more information, please visit our website or contact us:• Website: http://www.achsc.org.au/• Email: info@achsc.org.au• Facebook: https://www.facebook.com/cancercompetition/?fref=ts&ref=br_tf• Twitter: https://twitter.com/auscancercomp",2015
Australian Refrigeration Mechanics Association,"38 Ceduna St, Loganholme, Queensland 4129, AU",non-profit,11-50 employees,https://www.arma.org.au/,"Loganholme, Queensland",,Nonprofit,153.182819,-27.688677,AU,"The Australian Refrigeration Mechanics Association (ARMA) an independent not-for-profit organisation provides a platform for its members who share common goals -  who stand strong and united in recognition of a  specialised trade. We aim to be ""YOUR TRADE""​ ""YOUR RIGHTS""​ ""YOUR VOICE""​  and to build on our grassroots HVAC&R membership base to share knowledge and skills, build relationships with industries stakeholders,  provide mentoring  and training with a strong commitment to achieve a trade based recognised license for HVAC&R industries tradespeople.",2016
Hands On Health Australia (HoHA),"215 Wellington Street, Collingwood, VIC 3066, AU",non-profit,2-10 employees,http://hoha.org.au/,"Collingwood, VIC",,Nonprofit,144.962398,-37.813046,AU,"Our volunteer practitioners offer Chiropractic, Osteopathy, Massage, Myotherapy, Naturopathy, Herbal medicine, Nutrition, Counselling and Acupuncture. Some clinics also offer optometry, yoga, and legal advice.",1986
The Carers Foundation Australia,"973 Cedar Creek Rd, Cedar Creek, Queensland 4520, AU",non-profit,2-10 employees,http://www.thecarersfoundation.org,"Cedar Creek, Queensland",,Nonprofit,144.978845,-37.828971,AU,"The Carers Foundation is a registered health and education promotion charity with the ACNC, and has full ATO tax deductibility with DGR1 status. Our Mission is to be an advocate for family carers of all ages (from 13 years old), background and circumstance in the community, by providing preventative Health Restoration programs to Support Physical and Mental wellbeing. This helps to avert health crisis breakdowns in carers.Our goal is to establish Australia's first Wellness and Education Centre, specifically for carers of all ages, background and circumstance, that will be available 24/7 for family carers. We offer Real Support by Real People that Care.",2015
Australian Indigenous Leadership Centre,"245 Lady Denman Dr, Acton, Australian Capital Territory 2601, AU",non-profit,11-50 employees,http://www.ailc.org.au,"Acton, Australian Capital Territory",,Nonprofit,151.209421,-33.868633,AU,"Australian Indigenous Leadership Centre (AILC) courses unlock opportunities for Indigenous people of all ages to develop their careers and expand the ways they contribute to the community. Culturally-tailored education and training in Indigenous leadership provides participants with the skills and opportunities to realise their potential.The AILC was founded by Indigenous leaders in recognition of the importance of leadership in driving sustainable change in Indigenous communities. The importance of Indigenous Leadership is now recognised across Australia – nominated by the Federal Government as a key strategy to help close the gap between Indigenous and non-Indigenous Australians and actively supported by many of the nation's leading corporations.Based in Canberra, the AILC takes programs across the country to deliver them where they are most needed and remain a not-for-profit company owned and controlled by Indigenous Australians.The AILC offers accredited courses in Indigenous Leadership, and non-accredited short courses in specific leadership skills and diversity mentoring. Our courses and assessment tasks allow for a wide range of skill sets, learning styles, interests and preferred means of cultural expression. Indigenous people are able to attend most of our courses at no cost, thanks to sponsorship from government departments, companies and not-for-profit organisations. We welcome donations from members of the public who recognise the critical importance of Indigenous leadership to create a more equitable future for all Australians.",null
Zero Waste Network Australia,"310 Princes Hwy, St. Peters, New South Wales 2044, AU",non-profit,2-10 employees,http://www.zerowastenetwork.org.au,"St. Peters, New South Wales",,Nonprofit,153.026164,-27.469309,AU,"Established in 2010, the Zero Waste Network (formerly CRN) Australia is the peak body representing Australian community recycling enterprises.",2010
Australian Marist Solidarity,"PO Box 273, Ashgrove West, Brisbane, Queensland 4060, AU",non-profit,2-10 employees,http://www.australianmaristsolidarity.org.au,"Brisbane, Queensland",,Nonprofit,151.198098,-33.901541,AU,"Australian Marist Solidarity (AMS) is the agency for the aid and development work of the Marist Province of Australia throughout Asia and the Pacific Islands. AMS works with the people in this region on a combination of long-term and short-term development projects. These projects aim to develop, or support, locally sustained education opportunities for the young people in these regions.In order to achieve this we facilitate partnerships with communities focussed on overseas aid, education and community development activities. To better fulfil this role, and to maintain the highest standard of transparency, AMS became a signatory organisation to the Australian Council for International Development (ACFID) Code of Conduct in 2008.Through the extensive network of Marist Schools around Australia, AMS is supported by current and former students and their parents, associates and the wider Marist Community. Through this network AMS presents a national forum for awareness and fundraising campaigns for the development work we support.",2007
Women in IT Australia,"Delhi Rd, Macquarie Park, New South Wales 2113, AU",non-profit,2-10 employees, ,"Macquarie Park, New South Wales",,Privately Held,151.198098,-33.901541,AU,"Our goal is to create a page and following for Women in Technology in Australia and New Zealand. Helping our followers with the latest news , links to new roles and to proven recruiters. We will also provide relevant information to help our women succeed in their technology careers. Our ultimate aim: Let's increase the number of women embarking on a career in the world of Technology.",2019
Australian Peacekeeper & Peacemaker Veterans' Association Inc,"18 Napier Close, Suite 5, Deakin, Australian Capital Territory 2600, AU",non-profit,"501-1,000 employees",http://www.peacekeepers.asn.au,"Deakin, Australian Capital Territory",,Nonprofit,151.190645,-33.815402,AU,"""The Purpose of the APPVA is to support the transition, health, wellbeing, and integration into society of all participants in past and present operations, and their families, so that they are valued and can attain happiness after service.""",1997
Steps of Hope Australia,"Sydney,   AU",non-profit,11-50 employees,http://sohope.org.au, ,,Nonprofit,138.59534,-34.908439,AU,"As a non-profit organisation, we are committed to minimising poverty in Lebanon by providing relief to those afflicted, including assisting those suffering from sickness, disability, injury and/or financial hardship.Our mission is to improve the health and wellness of the Lebanese people and work in collaboration with NGOs in the charitable work that we are trying to achieve. Together, as a community of humanitarians, we will remain focused on recruiting volunteers and seeking like-minded philanthropists to assist in empowering afflicted individuals.Our efforts are aimed at retrieving donations from Australia, and in turn globally, to work to build a better Lebanon so that we can help pave the way towards a brighter future for those affected by the shadows of war and political instability.Our promise is to eliminate the challenges which the Lebanese people may face and help them in any way that we can by collaborating with the global community. We are committed to this promise and will help in building hope for those who need it most.",2019
Siblings Australia,"Adelaide,   AU",non-profit,0-1 employees,http://www.siblingsaustralia.org.au, ,,Nonprofit,144.978682,-37.825071,AU,"Siblings Australia develops resources and services for siblings of children and adults with disability or chronic illness, for parents and for professionals who work with families. Resources include both print and online materials as well as DVDs and social media. The Director has run workshops all around Australia and overseas for both parents and providers. The organisation is also involved in advocacy and research.
Unfortunately funding is not certain and so at the moment the organisation is very low in human resources.",1999
