Name,Location,Overview,Phone,Industry,Company Size,Website,Headquarter,Type,Founded,Linked In URL,Address_0,Latitude_0,Longitude_0,City_0,Location_description_0,Address_1,Latitude_1,Longitude_1,City_1,Location_description_1,Address_2,Latitude_2,Longitude_2,City_2,Location_description_2,Address_3,Latitude_3,Longitude_3,City_3,Location_description_3,Address_4,Latitude_4,Longitude_4,City_4,Location_description_4,Address_5,Latitude_5,Longitude_5,City_5,Location_description_5,Country
Hicks Automotive & Exhaust Centre,null,null,null,Automative,null,http://hicksautomotive.com.au,"Lithgow, New South Wales",null,null,https://www.linkedin.com/company/hicks-automotive-&-exhaust-centre/,null,38.147792,-85.691313,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Kilmartin Automotive Sheetmetal,null,null,null,Automative,null,null,"Delacombe, Victoria",null,null,https://www.linkedin.com/company/kilmartin-automotive-sheetmetal/,null,56.135582,-5.484705,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Saab Automotive Services,null,null,null,Automative,null,http://saabautomotive.com,"Everton Hills, Queensland",null,null,https://www.linkedin.com/company/saab-automotive-services/,null,36.177378,43.940556,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Comet Automotive Service Centre,null,null,null,Automative,null,http://cometautomotive.com.au,"Albion, Queensland",null,null,https://www.linkedin.com/company/comet-automotive-service-centre/,null,36.177378,43.940556,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Medina Automotive Service,null,null,null,Automative,null,null,"Medina, Western Australia",null,null,https://www.linkedin.com/company/medina-automotive-service/,null,36.177378,43.940556,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Sabbadin Automotive,null,null,null,Automative,null,http://sabbadinautomotive.com.au,null,null,null,https://www.linkedin.com/company/sabbadin-automotive/,null,45.481934,12.292182,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Precision Automotive Racing,null,null,null,Automative,null,http://precisionautomotiveracing.com,"Kings Park, New South Wales",null,null,https://www.linkedin.com/company/precision-automotive-racing/,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Camex Automotive,null,null,null,Automative,null,http://camexautomotive.com.au,"Campbelltown, New South Wales",null,null,https://www.linkedin.com/company/camex-automotive/,null,40.376878,49.853801,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
LPD Automotive,null,null,null,Automative,null,http://lpdautomotive.com.au,null,null,null,https://www.linkedin.com/company/lpd-automotive/,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Echelon Automotive,null,null,null,Automative,null,http://echelonautomotive.com.au,"Albion, Queensland",null,null,https://www.linkedin.com/company/echelon-automotive/,null,39.847855,-74.995294,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Grange Automotive,null,null,null,Automative,null,http://grangeauto.com.au,"Carnegie, Victoria",null,null,https://www.linkedin.com/company/grange-automotive/,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Powerstroke Automotive,null,null,null,Automative,null,null,"South Hobart, Tasmania",null,null,https://www.linkedin.com/company/powerstroke-automotive/,null,49.184916,-97.917322,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Grady's Automotive,null,null,null,Automative,null,http://gradysautomotive.repcoservice.net,"Griffith, New South Wales",null,null,https://www.linkedin.com/company/grady's-automotive/,null,-28.43141,152.9558,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
SN Automotive,null,null,null,Automative,null,http://snautomotive.com.au,"Campbellfield, Victoria",null,null,https://www.linkedin.com/company/sn-automotive/,null,6.251044,36.581461,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Marrickville Automotive Services,null,null,null,Automative,null,null,"Sydenham, New South Wales",null,null,https://www.linkedin.com/company/marrickville-automotive-services/,null,36.177378,43.940556,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Albion Automotive Repairs,null,null,null,Automative,null,http://albionautomotive.com.au,null,null,null,https://www.linkedin.com/company/albion-automotive-repairs/,null,42.24775,-84.757263,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Primus Automotive,null,null,null,Automative,null,http://primusautomotive.com.au,null,null,null,https://www.linkedin.com/company/primus-automotive/,null,50.498393,19.193421,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Memmott's Automotive,null,null,null,Automative,null,http://memmottsautomotive.repcoservice.net,"Windsor, Queensland",null,null,https://www.linkedin.com/company/memmott's-automotive/,null,43.98613,-92.230336,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Colourfast Automotive,"31 Elliott Ct, Hillcrest, Queensland 4118, AU","Colourfast is one of Queensland's largest distributors of auto paint, industrial paint, marine paint, abrasives and sundry items. We carry some of the biggest brands on the market, including General Paints, Akzo Nobel, Wattyl Industrial and Marine, Septone, U-Pol, Colad and SIA Abrasives. We also offer a world-class colour matching service to ensure the paint on your car, truck or boat will look its absolute best.",(07)3800 8877,Automative,11-50 employees,http://colourfastauto.com.au,"Hillcrest, Queensland",Public Company,null,https://www.linkedin.com/company/colourfast-automotive/,"31 Elliott Ct, Hillcrest, Queensland, 4118, AU",-25.574999,134.3547,Hillcrest,Hillcrest,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,AU
Sanders Automotive,null,null,null,Automative,null,null,"Ringwood, Victoria",null,null,https://www.linkedin.com/company/sanders-automotive/,null,30.406006,-87.230798,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Promata Automotive,"Level 17, 40 Mount Street, North Sydney, NSW 2060, AU","Promata® is one of the leading innovators and manufacturers of TPMS (Tyre Pressure Monitoring Systems), Power Door Locking Systems, Vehicle Actuators, Parking Sensors, DRLs, LED Head Lights, Autolights and Anti-Collision Alert Systems. We're also proudly a member of the Australian Automotive Aftermarket Association and the Caravan Industry Association.Our commitment to quality, performance and service is the driving force for our success. ERP and ISO/TS16949 system are adopted, and all products are designed, produced and released under strict quality control. We supply our quality products to customers in more than 50 countries, such as Steel Mate, Toyota, Continental Automotive, etc.Our factories are equipped with R & D Center, Tooling Workshop, Injection Workshop, Assembling Center and various laboratories. OEM and ODM are welcome, all your good ideas can be turned into real products quickly.",null,Automative,2-10 employees,https://www.promata.com.au/,"North Sydney, NSW",Privately Held,2011,https://www.linkedin.com/company/promata-automotive/,"Level 17, 40 Mount Street, North Sydney, NSW, 2060, AU",-33.84907,151.13834,North Sydney,The Ark Coca Cola Place,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,AU
Supershops Automotive Systems (SAS),"Adelaide, SA 5169, AU",Our goal for Supershops is to bring more attention to the reports and numbers within the Automotive Industry. In doing so we believe Shop Owners can best lift their own team up to their understanding and level of knowledge which will transcend into better Business Operations practices and better maximise profits.,401328158,Automative,0-1 employees,http://supershops.com.au,"Adelaide, SA",Partnership,2020,https://www.linkedin.com/company/supershops/,null,-19.952851,-44.095708,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Darrington Automotive Consultants Pte. Ltd.,"12 Massachusetts Ct, Varsity Lakes, Queensland 4227, AU",Darrington Automotive Consultants is a boutique automotive business consultancy servicing dealership clients throughout Australia and the APAC region.,null,Automative,2-10 employees,http://www.darringtonautomotive.com,"Varsity Lakes, Queensland",Privately Held,2017,https://www.linkedin.com/company/darrington-automotive-consultants/,"12 Massachusetts Ct, Varsity Lakes, Queensland, 4227, AU",-27.994457,153.40938,Varsity Lakes,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,AU
ZERO Automotive Pty Ltd,"31-35 Conmurra Ave, Edwardstown, South Australia 5039, AU","ZERO Automotive is a proprietary limited company based in Edwardstown, South Australia, some 5km from the state capital, Adelaide. South Australia is ranked 6th in the world for Geological Databases. South Australia is a resource rich state that has developed a reputation as one of the best jurisdictions in the world for exploring, developing and mining. ZERO Automotive primarily services the mining sector with innovative transport solutions that embrace electric vehicle technology which eliminate harmful emissions whilst delivering economic benefits to industry.",null,Automative,2-10 employees,http://www.zeroautomotive.com.au,"Edwardstown, South Australia",Privately Held,2018,https://www.linkedin.com/company/zero-automotive-pty-ltd/,"31-35 Conmurra Ave, Edwardstown, South Australia, 5039, AU",-34.897945,138.59166,Edwardstown,Headquarters,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,AU
Karvel Automotive,null,"Established in 1989 our vehicle know how is second to none.We are 100% Australian owned and encourage a working environment focused on quality, safety and sustainability. The growth of Karvel Automotive has been based on the companies’ belief in striving for excellence and we take pride in our ability to connect on a person-to-person level with our clients.We are able we can pick your vehicle up and drop it back to you, it is our intention to provide our clientele with a valuable and convenient service experience so please come in and see Tony and the team.Our workshops are fitted with the latest in servicing and diagnostic equipment so we can provide you with a fast and efficient service. You spend less time off the road and get a top-notch service at a competitive price.",03 5744 2467,Automative,2-10 employees,https://www.karvel.com.au/,"Yarrawonga, Victoria",Privately Held,null,https://www.linkedin.com/company/karvelautomotiveyarrawonga/,null,54.907418,23.788175,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
