Name,Location,Overview,Phone,Industry,Company Size,Website,Headquarter,Type,Founded,Linked In URL,Address_0,Latitude_0,Longitude_0,City_0,Location_description_0,Address_1,Latitude_1,Longitude_1,City_1,Location_description_1,Address_2,Latitude_2,Longitude_2,City_2,Location_description_2,Address_3,Latitude_3,Longitude_3,City_3,Location_description_3,Address_4,Latitude_4,Longitude_4,City_4,Location_description_4,Address_5,Latitude_5,Longitude_5,City_5,Location_description_5,Country
The Dietologist,"Sydney, New South Wales 2000, AU","The Dietologist is a team of expert dietitians and nutritionists, focusing on women's health and fertility nutrition, and supporting women from preconception throughout pregnancy and beyond. Founded by Stefanie Valakas APD.Based in Newtown, Sydney, The Dietologist has now expanded to Baulkham Hills and Bondi Junction and, of course, online - reaching women and couples across the globe.The Dietologist provides 1-on-1 services for women and couples trying to conceive to help them apply the latest scientific evidence inthe space of fertility nutrition in a practical and flexible way to their life for optimal outcomes.Followed by support throughout pregnancy, post-partum and into childhood, the critical lifestage noted as the first 1000 days of life to ultimately prevent long-term chronic conditions. The Dietologist has allied with Nutrition Plus, a leading group of Australian and New Zealand dietitians focused on early life nutrition. in Newtown. Stefanie regularly contributes to digital and print media as a women's health and fertility nutrition expert, as well as maintaining a weekly blog, podcast - Fertility Friendly Food, Facebook group for women trying to conceive and educational Instagram account - reaching hundreds of thousands of women across the world with scientifically supported fertility nutrition information and education.",431990461,null,2-10 employees,https://thedietologist.com.au,"Sydney, New South Wales",Self-Employed,null,https://www.linkedin.com/company/the-dietologist/,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Victus Health Pty Ltd,"Sunshine Coast, Queensland 4560, AU",Advanced Software for Personalised Nutrition Programming,null,null,0-1 employees,http://www.victushealth.com,"Sunshine Coast, Queensland",Privately Held,null,https://www.linkedin.com/company/victus-health-pty-ltd/,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
ZEST,"Suite 1 (Ground Floor), 213 Miller Street, North Sydney, NSW 2060, AU","ZEST is a leader in health communications, programs and consultancy. With a strong belief that together we can deliver a healthier Australia, we form partnerships to improve health and deliver real change with measurable results. Our range of expert services includes aligning patient needs with access to healthcare services, best-in-class treatments, and public policy; informing, reassuring and supporting patients through tele-health, in-home monitoring and in-field nursing; and producing educational materials, web sites, and professional development programs.",02 9409 7600,null,11-50 employees,http://www.zest.com.au,"North Sydney, NSW",Public Company,null,https://www.linkedin.com/company/zest-healthcare-communications/,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Skin Cancer College Australasia,"451 Coronation Dr, Auchenflower, Queensland 4066, AU","The Skin Cancer College Australasia is the peak body representing skin cancer practitioners in both Australia and New Zealand.Our goal is the development of health professionals who provide accessible, affordable, accurate skin cancer diagnosis and management.Our not-for-profit status means College earnings are directed back to skin cancer education, standards, advocacy and research.College membership provides more than just access to training. It offers a collective voice for frontline practitioners managing skin cancer.Members also enjoy access to free information and resources, connection with peers, discounted registrations and the opportunity to contribute to policy and research.College membership is open to registered doctors, nurses, specialists, researchers and students.",null,null,2-10 employees,https://www.skincancercollege.org/,"Auchenflower, Queensland",Nonprofit,null,https://www.linkedin.com/company/skin-cancer-college-australasia/,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Elixr Health Clubs,"Level 2, 9 Bronte Road, Bondi Junction, Sydney, NSW 2022, AU","Start your wellness journeyExperience the Elixr difference as we help you achieve your health and fitness goals!   Exquisite spaces Our two beautifully designed health clubs in Bondi Junction and Bligh Street offer a warm, welcoming atmosphere, state-of-the-art facilities, including a heated pool and steam room at Bondi Junction, and a tranquil training environment that refreshes body and mind.Over 300 weekly classesYour Elixr membership gives you access to over 300 Pilates, yoga and fitness classes each week. With so many to choose from, you’ll always find a class to suit your schedule.Expert instructorsOur highly qualified and experienced team includes some of the country’s finest instructors and teachers. They are committed to ongoing excellence and to giving you expert guidance on your health and fitness journey. They’re also passionate about education and teach regular courses at our own Elixr School of Pilates and Elixr School of Yoga – two of Australia’s leading Pilates and yoga teacher training centres.With several membership packages to choose from, we’ll help you find your perfect fit.  To book your complimentary trial (valued at $30), please contact Jemma on (02) 8113 8819 or jemmah@elixr.com.au.Class Timetable: http://www.elixr.com.au/timetableprint",null,null,51-200 employees,http://www.elixr.com.au,"Sydney, NSW",Privately Held,null,https://www.linkedin.com/company/elixr-health-clubs/,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Meaningful Ageing Australia,"Royal Melbourne Hospital - Royal Park Campus, Gate 4, Building 8, 34-54 Poplar Rd, Parkville , Vic 3052, AU","Meaningful Ageing Australia is the national peak body for spiritual care and ageing. We are a membership based not-for-profit, supporting organisations and groups to respond to the pastoral and spiritual needs of older people, their significant others, and their carers. We advocate for spiritual care to be included in all care settings. Our mission is to enable access to high quality pastoral and spiritual care for all older people in Australia. Membership is open to organisations and groups who provide support, care and/or accommodation to older people. We translate spirituality and spiritual care into contemporary contexts.Our key activities:- We create high quality, practical resources enabling best practice pastoral and spiritual care for older people.- We deliver engaging education services.- We advocate with government and key agencies regarding the value of spiritual care for older people.About spiritualitySpirituality is integral to, but not confined by, religion and faith. It is about what gives us a purpose to our lives. It is about our sources of meaning and hope, which in turn is intimately related to our connectedness to ourselves, to others and to the world. We therefore work with a wide range of organisations: faith-based and not faith-based, private sector and charitable. Spirituality is all about meaning, purpose and connectedness.There is now a large body of evidence showing that pastoral and spiritual care is an essential part of holistic care for everyone, particularly older people including, importantly, those with dementia.",1800 618 107,null,2-10 employees,https://meaningfulageing.org.au/,"Parkville , Vic",Nonprofit,null,https://www.linkedin.com/company/meaningful-ageing-australia/,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Life Education,"280 Pitt Street, Level 7, Sydney, NSW 2000, AU","Put simply, Life Education cares about Australian children. We have an active passion for the health and well-being of the next generation of Australia.We are Australia's largest non-government provider of drug and health education to children and young people, and their families and communities. Our program today reaches over 710,000 children each year, with over 130 mobile learning centres and 100 specially trained educators.",1300 427 653,null,201-500 employees,http://www.lifeeducation.org.au,"Sydney, NSW",Nonprofit,null,https://www.linkedin.com/company/lifeeducationaustralia/,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Doctoroo,"Available Australia-wide. Headoffice located at:, 13/50 Carrington Street, Sydney,  2000, AU",Doctoroo is a trusted national primary and allied health provider servicing clients both in person and via telehealth.We are passionate about playing a part in improving access to healthcare and support services.,(02) 9159 6660,null,2-10 employees,https://www.doctoroo.com.au,null,Privately Held,null,https://www.linkedin.com/company/doctoroo-/,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Ritco Allied Health | Mobile Community & Aged Care Services,null,"We are a mobile allied health service, bringing physiotherapy, occupational therapy, speech pathology, dietetics and podiatry services to your doorstep. We service the aged care, disability, private health and occupational rehab sectors with a growing coverage area in SE QLD. Call us on 1800 474 826 to learn more about our services. Call Ritco home!Seeking therapy for Aged Care, NDIS, STRCP, DVA, Private Health? We have you covered. With our range of therapists ready to travel to your doorstep, you can rest assured we will meet all your therapy needs!",1800 474 826,null,11-50 employees,http://www.ritcophysiotherapy.com.au,"Brisbane, QLD",Privately Held,null,https://www.linkedin.com/company/ritco-physiotherapy-allied-health/,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Ovira,"Sydney, NSW 2000, AU",It's about bloody time we said goodbye to period pain.,null,null,2-10 employees,http://www.ovira.com,"Sydney, NSW",Privately Held,null,https://www.linkedin.com/company/ovira/,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Health Benefits of Good Work (HBGW) Australian Signatories Group,"145 Macquarie St, Sydney , NSW 2000, AU","The Health Benefits of Good Work (HBGW) is an initiative from the Australasian Faculty of Occupational and Environmental Medicine (AFOEM) of The Royal Australasian College of Physicians (RACP). This initiative is based on compelling Australasian and international evidence that good work is beneficial to people’s health and wellbeing and that long term work absence, work disability and unemployment generally have a negative impact on health and wellbeing.The HBGW Stakeholder Executive GroupAFOEM established the HBGW Stakeholder Executive Group in September 2014 to determine the strategic direction for the implementation of the Health Benefits of Good Work into the industry and health sectors to advance AFOEM’s policy in this area.The HBGW Stakeholder Executive Group recommended the establishment of three steering groups to develop and implement coordinated initiatives into both industry and health sectors: the HBGW Signatory Steering Groups (in Australia and in New Zealand) and the HBGW Health Steering Group.The HBGW Australian Signatory Steering GroupIn January 2015, a Signatory Steering Group (HBGW Australian SSG) was established in Australia. The Australian SSG comprises 20 members from a range of stakeholders including statutory authorities, healthcare organisations, re/insurers, national employers and unions. Members were selected following a competitive Expression of Interest process open to all Australian signatories to the Consensus Statement.The purpose of the HBGW Australian SSG is to further champion the integration of the HBGW policy agenda in the industry sector. It has developed into a forum to share information and collaborate on initiatives that will enable organisations to implement HBOW programs as well as champion improvements throughout industry.",null,null,201-500 employees,https://www.racp.edu.au/advocacy/division-faculty-and-chapter-priorities/faculty-of-occupational-environmental-medicine/health-benefits-of-good-work,"Sydney , NSW",Nonprofit,null,https://www.linkedin.com/company/hbgw/,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
WorkXtra Group - Xtra AgedCare | Xtra HomeCare,"Level 2, 178 Fullarton Rd, Dulwich, South Australia 5065, AU","WorkXtra Group is comprised of two branches: Xtra AgedCare and Xtra HomeCare, which are now known as Plena Healthcare.As a national company, and part of the Zenitas Group, we have a unique approach focused on comprehensive assessments which has been pivotal in achieving optimal outcomes for the clients we service and the aged care facilities they live in. Xtra AgedCare runs manual handling training, staff development courses and wellness programs for employees, as well as ACFI funding analysis’s for senior management. Our people have an unparalleled passion for care and achieving positive outcomes for our clients is our main focus.  Xtra HomeCare is a mobile physiotherapy and occupational therapy allied health service that provides rehabilitation, reconditioning, falls prevention and maintenance programs in patient’s homes, community centres, retirement villages and residential aged care facilities. Our team delivers high quality services that enable people to maintain independence and maximise their physical function.",1800464663,null,"501-1,000 employees",http://www.workxtra.com.au,"Dulwich, South Australia",Privately Held,null,https://www.linkedin.com/company/workxtra-group/,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Preventure,null,"At Preventure we help organisations prevent musculoskeletal injuries, protect workers and minimise claims. At the core of our service model is the understanding that each and every worker, work task and work site has different and unique injury risk factors. We identify and address these risk factors through:✅Innovation: we change worker behaviour through a combination of training techniques and team challenges✅Data analytics; our expert data analysts identify the most efficient, specific and cost-effective approach✅Technology; we identify and quantify injury risk and changes to these risks using wearable technology✅Expertise; we combine scientific evidence with industry experience across all Allied Health professions✅Outcome based; our fee structure and reporting features give clients a cost-effective solution and a high ROICompanies have benefitted from our innovative approach in the following industries; manufacturing, transport, warehouse and logistics, healthcare, hospitality, construction, aircraft ground support, mechanical engineering and local council.At Preventure we don’t simply provide services, charge a fee and move on to the next client. We partner with employers to make a real difference to the lives of their workers, resulting in a more healthy and productive workforce with fewer injuries and absences.",02 8249 7116,null,11-50 employees,http://www.preventure.live,"Pyrmont, New South Wales",Privately Held,null,https://www.linkedin.com/company/preventure-pty-ltd/,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Essence Group Sydney,null,"Contract Food Manufacturing - Sports Nutrition & Supplements 

Established in 2004, Essence Group is an industry recognised and accredited food contract manufacturer that formulate ideas and concepts developed with strong industry knowledge into finished FMCG. We offer services to our customers in the form of tableting, blending, and packing to the health and nutraceutical industries.
As the leading specialised protein powder manufacturers in Australia, Essence oversees the production of everything from high protein dairy manufacturing to sports nutrition products. 
Essence also bulk blend any dry powders or nutraceutical products to order and deliver a sachet filling service for single serve packaging and tub filling.

Before raw materials are received, rigorous quality assurance is conducted by Essence prior to the ingredients being approved for use in our products. Our temperature controlled warehouse system ensures that each product when dispatched is of the highest quality standard.
Our global accreditation includes HACCP, NSW Food License, AQIS Export Dairy License. Essence Group is also HALAL and Kosher certified. 

With the complexities of an ever-changing global market, Essence group continues to be a leader in nutritional innovation and we believe that purity within a pristine environment will always deliver the highest quality nutrition for our customers and their customers.",null,null,51-200 employees,http://www.essencegp.com.au,"South Nowra, NSW",Privately Held,null,https://www.linkedin.com/company/essence-group-sydney/,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Clear Skincare Clinics,"1/85 New South Head Rd, Edgecliff, New South Wales 2027, AU","WE ARE CLEAR SKINCAREDoctor-developed and results driven, we are one of the country’s most experienced skin, acne, cosmetic injecting and laser hair removal clinics.CREATING BEAUTIFUL SKIN SINCE 1999 Established by Dr Philippa McCaffery in 1999, for over 20 years we have been a changemaker in Australasian skincare by making the most advanced clinical treatments and effective skincare accessible and affordable to millions of people. With 70+ clinics across Australia and New Zealand and a team of highly trained therapists, nurses + doctors, we have a focus on acne, scarring, pigment, dehydration, redness, sun damage, age management, cosmetic injecting and laser hair removal. WE BELIEVE GOOD SKIN IS LIBERATING As a clinical brand born out of treating acne, we know our skin’s health is both physical and emotional. When our skin is misbehaving, it can feel as though it’s holding us back. But when our skin is more under control, we’re free to be at our very best. As we say at Clear Skincare...“with your best skin, you are free to be your best you”. LIVE YOUR BEST SKIN ™ Call it our mission or mantra… whatever you call it, it’s what gets us out bed every morning - to make people feel great, every day. From our therapists to our nurses and doctors, we care about one thing: helping you Live Your Best Skin. Does this sound like you? Come join us and be part of our exciting journey. Check out our latest jobs.",1300 442 632,null,201-500 employees,http://www.clearskincareclinics.com.au,"Edgecliff, New South Wales",Partnership,null,https://www.linkedin.com/company/clearskincare-clinics/,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Exercise Research Australia,"4-6 Theobald St, Thornbury, Victoria 3071, AU","Exercise Research Australia (ERA) is a national level athlete testing facility and private Registered Training Organisation (RTO). Our facility has been custom built to include a high performance sports science laboratory and fully equipped gymnasium as well as teaching classrooms with the latest technology for oru students. We are a boutique small business with a big reputation for offering services of the highest quality to the elite sporting and education sectors. . Our status for the past 10 years as a nationally accredited athlete testing facility ensures that our clients receive the highest quality servicing from recognised experts in their field. Our staff and services are also highly regarded by teachers and students within the Physical Education sector, with our Director, Dr Melissa Arkinstall, a text book author and national level presenter.",null,null,11-50 employees,http://www.exerciseresearch.com.au,"Thornbury, Victoria",Sole Proprietorship,null,https://www.linkedin.com/company/exercise-research-australia/,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Authentic Counselling Men,"Montague Rd, 431, West End, Queensland 4101, AU",The major purpose of Authentic Counselling Men is to inspire and encourage you to live an Authentic Life™. The goal is to help you to notice and awake to the Invitation to your Authentic Self through your life challenges.This work is not new and is based on the teachings of the Ancients Mystics of centuries ago. Get in touch and let's examine your life together to transform your challenges into growth.,null,null,0-1 employees,http://www.counsellingmenbrisbane.com.au/,"West End, Queensland",Self-Employed,null,https://www.linkedin.com/company/felipeoliveiracounsellingformen/,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Clean Health Fitness Institute,"65 York St, Level 11, Sydney, New South Wales 2000, AU","Clean Health Fitness Institute is the world’s leading online fitness education provider.Our mission is to create industry leading personal trainers and fitness professionals globally by raising the standards of industry education through science and innovation, helping coaches become the best versions of themselves that they can possibly be. Founded in 2008, by industry legend Daine McDonald, we’re now pioneers in the fitness industry and have educated well over 20,000 students around the world and facilitated over 200,000 personal training sessions.To that end, we have a huge variety of online fitness education products available, including:- Certificate III & IV in Fitness (Foundational qualification)- Diploma of Fitness (Advanced qualification)- Advanced and specialised certifications, covering a range of topics (nutrition, strength, performance, program design, business and more)- iNutrition Pro - a world-class nutrition program design platformOur Philosophy & Values: Learn. Evolve. Grow  This is the CHFI way.  To evolve, you must learn. To grow you must evolve.  We constantly push the boundaries of health and fitness to ensure our tribe of students around the world are able to become the best version of themselves that they can possibly be!",(02) 9160 4552,null,11-50 employees,https://www.cleanhealth.edu.au/,"Sydney, New South Wales",Educational Institution,null,https://www.linkedin.com/company/clean-health-fitness-institute/,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Bluearth Foundation,"1 Rouse Street, Port Melbourne, Victoria 3207, AU","Here at Bluearth, we make a difference to the lives of thousands of Aussie kids every day.  Our team is truly devoted to active living, working across communities to build a healthier Australia one step at a time.

The Bluearth Foundation is a registered charity and has been working in Australian communities since 2000. The Foundations key messages are that:

- Moving is essential for life
- When people discover the joy of moving the benefits extend a lifetime
- Kids are missing out on the benefits of an active life
- Everyone has a role to play in creating an active nation

We have a vision for a healthier and active Australia and want the next generation of children to value the importance of movement in everyday life.  We share our vision through schools, families, corporations and the wider community.  

We are working across metropolitan, regional and remote communities, providing positive experiences for children in movement and activity and teaching educators, parents and carers about the importance of being positive active role models in a child's life. 

We offer opportunities for Australians to invest in building a happier and healthier future for our children through corporate partnerships, sponsorship, donations and philanthropic investments.",null,null,11-50 employees,http://www.bluearth.org,"Port Melbourne, Victoria",Nonprofit,null,https://www.linkedin.com/company/bluearth-foundation/,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
SWOX Surf Protection GmbH,null,"We believe traveling and exploring the world through surfing is one of the best things in life. Understanding nature, chasing waves and sharing the passion for our sport with our friends and families puts a big smile on our faces and motivates us day by day. This is what we live for. 

We are a group of surfers and snowboarders. Our passion is outdoor sports and we try to enjoy nature as much as possible. If you stay in the outdoors under blue skies and the bright sun for too long, you will face the sun's harming effects on your skin. The problem is: we only have one skin and our skin never forgets - so we have to protect it. 

Traditional sunscreens were never designed for the extreme conditions you experience while surfing the ocean or snowboarding the mountains. Most sun protection products don't absorb properly and might run into your eyes, leaving you with stinging eyes and damaged skin. This can lead to sunburns, premature skin aging, or even more serious diseases like skin cancer or macula degeneration. So we at SWOX got together to create the best possible sun protection products, which fit our needs. And because we know that there is no substitute for expertise and experience, our products are developed in conjunction with both medical researchers from Germany, Switzerland and Australia as well as professional athletes all over the globe. This is the idea of SWOX Surf Protection.",null,null,2-10 employees,http://www.swox.com,"Munich, Bavaria",Public Company,null,https://www.linkedin.com/company/swox-surf-protection-gmbh/,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Esquared Fitness,null,"Esquared Fitness allows you to instantly discover and book fitness classes and gym sessions around London and Sydney. No membership fees, no contracts and no commitments, just pay for what you sweat. Whether you are in the mood for yoga, boxing or just some good old treadmill time, working out just got easier with Esquared.",null,null,11-50 employees,http://www.esq2.com,"London, England",Privately Held,null,https://www.linkedin.com/company/esquared-technologies-limited/,"111 Flinders St, Surry Hills, New South Wales, 2010, AU",-33.84907,151.13834,Surry Hills,null,"92 Albert Embankment, London, England, SE1 7, GB",53.937565,-2.518998,London,Tintagel House ,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,GB
Complementary Medicines Group,"Brookvale, NSW 2100, AU","Complementary Medicines Group  (CMG) is a service provider to the complementary medicine, food and over-the-counter pharmaceuticals industries.

We think the customer should have the cream, not the other way around. So we’ve developed a different approach to the supply and servicing of complimentary medicines, to make your life easier and to deliver your products faster.

Instead of having to deal with 7 different points of contact for your ordering, you can now call CMG for all your needs, including;
Bulk tablets and capsules and softgels

Fully packaged capsules and tablets

Liquids and creams

Bulk and sacheted powders

Regulatory advice and Listings

Stability services

Labels and packaging

Marketing services

Presentations and building product rationale

visit www.cmgrouponline.com.au to find out more",null,null,2-10 employees,http://www.cmgrouponline.com.au,"Brookvale, NSW",Partnership,null,https://www.linkedin.com/company/complementary-medicines-group/,"null, Brookvale, NSW, 2100, AU",-33.84907,151.13834,Brookvale,Sydney,"92 Albert Embankment, London, England, SE1 7, GB",53.937565,-2.518998,London,Tintagel House ,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,AU
Muscle Nation,"QLD,   AU","Muscle Nation is one of Australia's leading and fastest-growing Activewear & Supplement Brands. A family orientated business, Muscle Nation has created a community and culture like no other.⁣⁣",null,null,11-50 employees,http://www.musclenation.org,null,Partnership,null,https://www.linkedin.com/company/muscle-nation/,"null, QLD, null, null, AU",-25.574999,134.3547,QLD,null,"92 Albert Embankment, London, England, SE1 7, GB",53.937565,-2.518998,London,Tintagel House ,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,AU
Wentworth Healthcare Limited,"Level 1, Suite 1, Werrington Park Corporate Centre, 14 Great Western Highway Kingswood, Kingswood, New South Wales 2747, AU","Wentworth Healthcare is a not for profit organisation which works to improve health for the communities of Blue Mountains, Hawkesbury, Lithgow and Penrith. 

Wentworth Healthcare runs the Nepean Blue Mountains PHN Programme.",null,null,51-200 employees,http://www.nbmphn.com.au,"Kingswood, New South Wales",Nonprofit,null,https://www.linkedin.com/company/wentworthhealthcare/,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Health by Design Australia,"8/5 Rose Street, Hawthorn East, VIC 3123, AU","Leaders in effective health and injury prevention solutions. Phone 1300 30 40 68.Why Health by Design? We influence greater shifts in collective group health status than anyone else. This means we provide the best possible potential for return on your investment.> 60% of Australian workers are overweight, < 10% eat enough vegetables and fruit, around 50% consume a high fat diet, and around 50% of Australian workers are stressed. These are hardly figures that inspire confidence when considering the energy and productive capacity of your team. In fact, unhealthy employees have been shown to be up to three times less productive than their healthy colleagues.Our comprehensive solutions are specifically designed to engage more of your workforce more often. But beyond that, our strategy is to educate and motivate your employees to change their behaviour.At Health by Design, we want to help people live successful and fulfilling lives. Good health provides the foundation required for individuals to be happy and injury free, and organisations to be productive, creative and competitive. We started over 20 years ago with a simple question: How can we help people change the disparate nature between what they want and what they do? While it turned out to be far more complicated than we ever imagined, we are proud to say that today,We successfully fulfill our mission of changing people’s behaviours and enhancing people’s lives for thousands of people across the country and around the world.Through years of experience, extensive behavioural research, trial and error, and by building a diverse team of allied health professionals we continue to set the benchmark in workforce health management.If you'd like to reduce workplace injuries, improve health and increase safety & productivity, call us on 1300 30 40 68 or contact us today.",null,null,51-200 employees,http://www.healthbydesign.com.au/,"Hawthorn East, VIC",Privately Held,null,https://www.linkedin.com/company/health-by-design-australia/,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
The Anthropometry Lab,"Melbourne,   AU","The Anthropometry Lab is the official distributor of SmartMet in the ANZ region. We are dedicated to creating anthropometric solutions that benefit both the professional, as well as the patients and athletes. Our mission is to offer unmatched quality along with the trusted precision in all our products.Building the best anthropometric equipment in the industry is the goal from the time the product is conceptualised to when it ships to the customer.",null,null,2-10 employees,http://smartmet.com.mx/,null,Privately Held,null,https://www.linkedin.com/company/theanthropometrylab/,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Australasian Medical Services Coalition Ltd,"Suite 604, 309 Pitt Street, Sydney, NSW 2000, AU","The Australasian Medical Services Coalition Ltd (AMSC) represents and supports medical practitioners and all other health professionals including but not limited to: AHPRA-registered healthcare practitioners, Medicare-recognised health professionals, biomedical researchers, academics and medical administrators. We believe in a united voice.The founding members of AMSC are a group of medical practitioners who have long felt that an integrative platform that is inclusive, ​not restrictive to any particular group of healthcare professionals is necessary in order to achieve career parity for all practitioners, effective communication across health disciplines and to raise the standards of clinical practice. Our revolutionary healthcare coalition emphasises the importance of working hand-in-hand as professionals in a collaborative partnership, and aims to elevate Australian healthcare to the next level. The AMSC strives to:1. Achieve career parity for all practitioners, in particular practitioners from and serving minority and disadvantaged groups, and has devised specific mentorship programs assisting Members with career planning in order to best serve their communities.2. Achieve equitable healthcare access and improve health outcomes for minority and disadvantaged groups, including Aboriginal and/or Torres Strait Islander peoples, through health promotion, patient advocacy and adopting a truly integrative holistic healthcare model.3. Liaise with community-based organisations to reach out to communities that need it the most. Through nurturing a high quality workforce that is open-minded, competent, respectful and empathic towards the needs of the community, the AMSC founders envisioned being able to reinforce health awareness and further community health education so that they may advance the health of the general community, minority and disadvantaged groups, including Aboriginal and/or Torres Strait Islander peoples.",+61 2 0267 0155,null,11-50 employees,https://www.amsc.org.au,"Sydney, NSW",Nonprofit,null,https://www.linkedin.com/company/amsc-au/,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Australian Association of Consultant Pharmacy,"9/65 Tennant St, Fyshwick, Canberra, ACT 2609, AU","The Australian Association of Consultant Pharmacy (AACP) was established to develop a national approach to the practice of ‘consultant’ pharmacy as an expansion of the professional health role of pharmacy in Australia. The AACP is jointly owned by the Pharmaceutical Society of Australia and The Pharmacy Guild of Australia.

The AACP promotes and seeks recognition for the practice of consultant pharmacy and the provision of value-added, professional services in Australia.",null,null,11-50 employees,http://www.aacp.com.au,"Canberra, ACT",Privately Held,null,https://www.linkedin.com/company/australian-association-of-consultant-pharmacy/,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
YMCA Whittlesea,null,"For more than 25 years, the YMCA of Whittlesea has been dedicated to strengthening people and the community.Today we are building on our experience, reinvesting in our people and programs, and researching and launching new initiatives to strengthen our impact in the community in which we work and live.Over the last year we have embarked on a strategic planning process to chart our course for the next five years. Weare committed to working with and for the community and have sought input from the community, partners, youth, our members, program participants and staff and volunteers. Together we will continue to go from strength to strength to engage and develop our community – and share the YMCA’s vision.VISION YMCA Whittlesea is committed to connecting and engaging communities through the provision of programs and services that promote an active and engaged lifestyle. We strive to make a positive difference by providing each and every person the opportunity to be healthy, happy and connected.MISSIONThe YMCAs of Australia work together, from a base of Christian values, to provide opportunities for all people to grow in body, mind and spirit.We believe in the power of inspired young people!",null,null,"501-1,000 employees",http://www.whittlesea.ymca.org.au/Pages/Home.aspx,"South Morang, Vic",Nonprofit,null,https://www.linkedin.com/company/ymca-whittlesea/,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Zova,"Surry Hills, Sydney, NSW  AU",Zova is a fitness app that uses the science of heart rate training to help you burn more calories in less time from home. Zova has won an Apple Design Award and is widely regarded as one of the best health and fitness apps available for iPhone and iPad.,null,null,11-50 employees,https://www.zova.com,"Sydney, NSW",Privately Held,null,https://www.linkedin.com/company/zova/,"Surry Hills, Sydney, NSW, null, AU",-33.84907,151.13834,Sydney,Head Office,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,AU
