Name,Location,Overview,Phone,Industry,Company Size,Website,Headquarter,Type,Founded,Linked In URL,Address_0,Latitude_0,Longitude_0,City_0,Location_description_0,Address_1,Latitude_1,Longitude_1,City_1,Location_description_1,Address_2,Latitude_2,Longitude_2,City_2,Location_description_2,Address_3,Latitude_3,Longitude_3,City_3,Location_description_3,Country
Open Universities Australia,"Level 12, 700 Collins Street, Melbourne, Victoria 3008, AU","Open Universities Australia (OUA) is proudly the market leader for online university education. We are proud to be the pioneers in distance education and have helped over 400,000 students reach their education goals. Through our partnerships with leading Australian universities, we bring together 100’s of quality online qualifications in the one place. Our DNA is in today’s digital world and in guiding students to make the right choices and study the right courses to get to where they want to be in their careers. We can get anyone started at university, regardless of previous education, location or age. We facilitate the real university experience, with the same top-quality qualifications as on-campus, but fit for today’s busy world and today’s student.",null,Higher Education,201-500 employees,http://www.open.edu.au,"Melbourne, Victoria",Privately Held,null,https://www.linkedin.com/company/open-universities-australia/,"700 Collins St, Docklands VIC 3008, Australia",-37.819554,144.950983,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Griffith University,null,"Griffith was created to be a different kind of university, and we know success often comes from being an exception to the norm—challenging convention, adapting and innovating, creating bold new trends and pioneering solutions ahead of their time.Since we started teaching, we’ve been deeply connected to the Asian region, socially conscious and environmentally aware. Ranking in the top 2% of universities globally, we offer future-focused degrees that are developed in consultation with industry, based on cutting-edge research, and taught by Australia’s most awarded teachers.Our five campuses are networked across Brisbane and the Gold Coast and are home to more than 20 leading research centres and institutes. With 50,000 students and more than 200,000 alumni across 130 nationalities, we have a truly global outlook. At Griffith we believe in, strive for and celebrate the remarkable. CRICOS No. 00233E",-37357057,Higher Education,"1,001-5,000 employees",http://www.griffith.edu.au,"Brisbane, queensland",Educational Institution,null,https://www.linkedin.com/company/griffith-university/,"Griffith University Nathan Campus South Ring Road, Nathan QLD 4111, Australia",-27.553831,153.057929,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Torrens University Australia,"Campuses in Sydney, Melbourne, Brisbane, Adelaide and online,    AU","Torrens University is Australia’s fastest growing university and is part of the Laureate International network, the largest education provider with over 70 world-wide universities and colleges and 1 million students. Torrens is a comprehensive university offering postgraduate and undergraduate courses across all major cities in Sydney, Melbourne, Brisbane, Adelaide and online. Torrens’ educational approach is to focus learning and innovation around students and their career. We believe strong academic knowledge needs to be balanced with dynamic leadership skills, a global perspective, industry know-how and experience. We believe education should reflect the realities of industry, as well as the development of critical thinking and global perspectives. All Torrens courses are developed with industry leaders to ensure graduates are equipped with knowledge and practical skills for today’s job market. Our students gain real world experience through tailored industry placements and have opportunities to build relationships with future employers during the course of their study. Torrens University offers a powerhouse of innovative and industry-aligned programs delivered by our specialised schools, including: •	Real Madrid Graduate School at Universidad Europea which co-delivers the Master of Business Administration (Sports Management) including a 2-week international learning experience in Spain. •	The prestigious Chifley Business School, with its rich 25 year history, has graduated over 10,000 technical professionals with industry-designed MBAs. •	Media Design School, New Zealand’s most awarded tertiary institution for creative and digital technologies Discover a course that is right for you in areas of Business, Education, Health, Design, Hospitality or Sports Management at http://www.torrens.edu.au",1300 575 803,Higher Education,201-500 employees,http://www.torrens.edu.au,null,Educational Institution,null,https://www.linkedin.com/company/torrens-university-australia/,"88 Wakefield St, Adelaide SA 5000, Australia",-34.9282331,138.6039198,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Camp Australia,"1731 Malvern Road, Glen Iris, Victoria 3146, AU","At Camp Australia, children are at the heart of everything we do. We guide children’s growth before school, after school and on their holidays. Our engaged educators foster a safe, inclusive environment where children can relax, have fun and grow.At Your OSHC by Camp Australia, our experienced team of educators provide a supportive space for children to continue their development, build confidence and socialise with their friends before school, after school and on pupil free days. Holiday Club takes children on extraordinary adventures during their school holidays. The holidays are a child’s time, and our exciting and varied Holiday Club programs ensure that children have the best school holidays.We partner with government, independent and religious schools across Australia. As every school is different, and every child is unique, we tailor our programs to consider each school, their community, their parents and children. We are continually improving the quality of our service delivery as we strive to deliver Service Excellence every day, every session.",1300 105 343,Education Management,"1,001-5,000 employees",https://www.campaustralia.com.au/,"Glen Iris, Victoria",Privately Held,null,https://www.linkedin.com/company/camp-australia/,"37 Lanyon Terrace, Moil NT 0810, Australia",-12.387948,130.880671,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Camp Australia,null,null,03 9919 6100,Higher Education,null,http://www.vu.edu.au/,null,null,null,https://www.linkedin.com/company/victoria-university/,"37 Lanyon Terrace, Moil NT 0810, Australia",-12.387948,130.880671,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Skills for Australia,"Sydney, Melbourne, Canberra, Brisbane,   AU",PwC's Skills for Australia's mission is to put employers at the heart of Australia's qualification & training system; creating opportunities for people in a fulfilling & successful work environment.,null,Education Managment,null,http://www.skillsforaustralia.com,null,null,null,https://www.linkedin.com/company/pwc's-skills-for-australia/,"25 Napier Rd, Singapore 258507",1.3055359,103.8194284,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Autism Spectrum Australia (Aspect),"14 Aquatic Dr, Building 1 - Level 2, Frenchs Forest, NSW 2086, AU","Together, we’re inspired by a different brilliant – understanding, engaging & celebrating the strengths, interests & aspirations of people on the autism spectrum.Autism Spectrum Australia (Aspect) is a not for profit organisation and Australia’s largest national service provider for people on the autism spectrum.  Our specialised, evidence-informed schools program is the largest in the world with additional services that include information and advice, diagnostic assessments, behaviour support, parent & family support and adult programs.•	Our work is focused on the strengths and interests of people on the spectrum•	We work in partnership with people on the spectrum, their families & their communities•	We work to understand people on the spectrum from their perspective•	Our approach is autism-specific•	Our research focuses on best practice•	We expect positive change & progress•	Together we can achieve positive outcomesCareer Opportunities @ AspectWhether you’re helping us in shared services or working directly with the people we support, you will be committed to our person-centred, evidence-informed environment.  You’ll go the extra mile and will never lose sight of what’s possible.  In return, we’ll recognise your achievements, support your development and help you achieve the right balance between work and life. Join Aspect for a career that creates opportunities!",null,Education Management,"1,001-5,000 employees",http://www.autismspectrum.org.au,"Frenchs Forest, NSW",Nonprofit,null,https://www.linkedin.com/company/autism-spectrum-australia/,"30A Union St, Northcote VIC 3070, Australia",-37.7793933,144.992965,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
The Institute for Tourism Leadership Australia,QLD  AU,"The Institute for Tourism Leadership Australia provides tailor made accredited and non accredited courses and workshops focused on developing leadership capability in the tourism sector across Australia.  We cater for a wide range of clients, including Regional Tourism Organisations, Local Tourism Organisations, Local Government Organisations, State Government departments as well as tourism clients from the private sector.​All of our course offerings can be tailored to meet the specific needs of any clients, organisation or workplace.",null,Education Management,2-10 employees,http://www.tourismleadership.com.au,null,Educational Institution,null,https://www.linkedin.com/company/tourismleadershipaustralia/,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Resources Industry Training Council Western Australia,"Level 10, 2 Mill Street, Perth, Western Australia 6000, AU",The RITC is a joint venture between the Chamber of Minerals and Energy of Western Australia (CMEWA) and the Australian Petroleum Production & Exploration Association (APPEA) funded by the State Government. The RITC facilitates the continual improvement of workforce skills in support of improving productivity to enhance the competitiveness of Western Australian industry.,null,Education Management,2-10 employees,http://ritcwa.com.au/,"Perth, Western Australia",Government Agency,null,https://www.linkedin.com/company/ritcwa/,"10/2 Mill St, Perth WA 6000, Australia",-31.9548394,115.8528546,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
OSHC Australia,"Level 5, 269 Wickham St, Fortitude Valley, Qld 4006, AU",OSHC Australia was founded to assist International Students studying in Australia to get the best deal on their OSHC cover. We compare all of the government approved OSHC providers and provide a simple summary of the costs and options available to students.,null,Education Management,2-10 employees,https://oshcaustralia.com.au,"Fortitude Valley, Qld",Privately Held,null,https://www.linkedin.com/company/oshc-australia/,"Level 5, 269 Wickham St, Fortitude Valley, Qld, 4006, AU",-27.47126,153.01831,Fortitude Valley,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,AU
Australian Institute of Advanced Studies,"Building L, 1030, Mt Gravatt East, QLD 4122, AU","We are a provider of Education and Training in Aged Care, Business Studies, Screen & Media, Graphic Design, Bookkeeping and Mechanical Engineering.  Locate at Mount Gravatt East, Brisbane, Queensland.  Our facilities include full canteen, free parking, close to public transport, campus lifestyle.Our courses are offered to both Domestic and International students from Certificate III to Advanced Diploma level.  With highly skilled professional lecturers teaching FACE to FACE in modern lecture facilities. We give your a quality learning experience and a competitive price.Courses:MSA30208 Certificate III in Manufacturing Technology (CAD)CUA30715 Certificate III in Design FundamentalsCUA50715 Diploma of Graphic DesignCUA51015 Diploma of Screen & MediaMEM60112 Advanced Diploma of EngineeringJustice of the Peace CoursesVisit us at www.aus-ias.edu.au, call us on +61 7 3343 8073 or email information@aus-ias.edu.au.CRICOS: 03469ERTO:40730",+61 7 3343 8073,Higher Education,11-50 employees,http://www.aias.edu.au,"Mt Gravatt East, QLD",Privately Held,null,https://www.linkedin.com/company/australian-institute-of-advanced-studies/,"Building L - Mount Gravatt TAFE 1030, Cavendish Rd, Mount Gravatt East QLD 4122, Australia",-27.5251155,153.0913503,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Acting Consulting Training Australia and New Zealand,"272 Hay St, Subiaco, Western Australia 6008, AU","Engagement is the catalyst for workforce behavioural change. We illicit this human response through two channels;Effective messaging via a combination of engaging live-theatre and HSEQ facilitation within a supportive but challenging workshop environment.Film productions and programs for learning management systems are bespoke services and can be administered as a singular communications solution or in conjunction with a facilitated workshop.Our clients include Shell, Inpex, QGC, PTTEP, Eni, Santos, Wesfarmers and RAC.",08 9381 3802,Education Management,11-50 employees,http://www.actaustralia.net.au,"Subiaco, Western Australia",Privately Held,null,https://www.linkedin.com/company/actingconsultingtrainingaustraliaandnewzealand/,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
World Education Program (WEP) Australia,"479 Hampton Street, Hampton, Melbourne, VIC 3188, AU","World Education Program Australia Ltd (WEP Australia) is an independent, incorporated, not-for-profit Australian student exchange organisation registered with the education departments in QLD and NSW and the Victorian Registration & Qualification Authority in VIC. Formed in 2001 in cooperation with WEP International, (which now has offices in Brussels, Turin, Milan, Lyon, Paris, Rosario, Rome and Oderzo), WEP Australia has enabled thousands of students to open a door to a rewarding and successful future through education abroad.First-hand knowledge of student exchange is a vital ingredient for successful programs. WEP Australia staff have lived and worked overseas, hosted international students, participated in an exchange program or been the parent of an exchange student. This ensures that professional, knowledgeable advice and guidance is available to participants at all times. WEP Australia has strong relationships with reputable international partner organisations all over the world and aims to provide the perfect combination of high-quality program choice and personalised service.",null,Education Management,11-50 employees,http://wep.org.au/,"Hampton, Melbourne, VIC",Nonprofit,null,https://www.linkedin.com/company/wep-australia/,"479 Hampton Street, Hampton, Melbourne, VIC, 3188, AU",-37.803425,145.01105,"Hampton, Melbourne",WEP Australia Main Office,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,AU
Giant Steps Australia,null,Giant Steps supports and educates children and young adults with autism and their families.,02 9879 4971,Education Management,51-200 employees,http://www.giantsteps.net.au,"Gladesville, New South Wales",Educational Institution,null,https://www.linkedin.com/company/giantsteps-australia/,"23 Punt Rd, Gladesville NSW 2111, Australia",-33.8378915,151.1287984,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
YES Australia Education,null,"YES Australia Education has been operating since 2004 and has offices in Australia and Latin America. YES helps students to find the course that better fits their dreams and career goals. Our Student Counsellors and Case Managers have the experience and knowledge to assess a case and offer a study plan that best suits our client's needs. YES Australia Education represents most of the government and private providers in Australia and can offer courses in, High school, ELICOS, Vocational and Higher Education. If you are renewing your student visa in Australia, consider talking with one of YES Australia counselors, you won't regret it.",null,Education Management,11-50 employees,http://www.yesaustralia.com.au,"Perth, Western Australia",Privately Held,null,https://www.linkedin.com/company/yes-australia-education/,"Rua Amazonas, 439 - cj 59, São Caetano do Sul, São Paulo, 09520-070, BR",-23.622658,-46.548855,São Caetano do Sul,null,"8/139 Newcastle St, Perth, Western Australia, 6000, AU",-31.939821,115.8162,Perth,"Administration and headquarters in Australia.Consultation for students in english, spanish, portuguese and Italian languages. Enrolling in international courses Australia-wide.",null,null,null,null,null,null,null,null,null,null,AU
Australian Business Apprenticeships Centre,"Level 15, 140 Arthur St, North Sydney, NSW 2060, AU","Australian Business Apprenticeships Centre is the most experienced provider of apprenticeship and traineeship services in NSW and the ACT.  We have 29 offices across the region and a network of locally based consultants.  Our goal is to help build and sustain effective and mutually rewarding working relationships between employers and their apprentices or trainees.

Our services are provided to businesses at no cost under an Australian Government contract, held consecutively for 14 years.  We also provide national coverage through the Australian Apprenticeships Alliance.

At no cost to your business we can provide:

- Advice on the best traineeship or apprenticeship qualifications to suit your business needs.
- Help accessing government incentives and benefits for which you may be eligible
- Assistance with the required paperwork and processing
- Ongoing support such as mentoring services throughout the term of the training.",null,Education Management,201-500 employees,http://www.apprenticeshipscentre.com.au,"North Sydney, NSW",Public Company,null,https://www.linkedin.com/company/australian-business-apprenticeships-centre/,"Level 15, North Sydney, NSW, 2060, AU",-33.84907,151.13834,North Sydney,Head Office,"8/139 Newcastle St, Perth, Western Australia, 6000, AU",-31.939821,115.8162,Perth,"Administration and headquarters in Australia.Consultation for students in english, spanish, portuguese and Italian languages. Enrolling in international courses Australia-wide.",null,null,null,null,null,null,null,null,null,null,AU
IT Futures,"424 St Kilda Rd, Melbourne, Victoria 3004, AU","By providing the tools to  start, maintain and advance IT careers, we have been the job-relevant trainer of choice since 2003 and pride ourselves on making life long learning more accessible and affordable to the masses.By delivering innovative learning resources that map directly to specific job roles, we’re helping individual workers advance their careers and assist employers to match the right people with the right skills for the right jobs.  Our industry leading eLearning platform is addressing the national IT skills gap by delivering engaging and addictive learning programs to train IT pro’s in every stage of their careers.",(03) 9866 7737,Education Management,2-10 employees,https://itfutures.edu.au,"Melbourne, Victoria",Privately Held,null,https://www.linkedin.com/company/it-futures/,"9, Jalan Sutera Tanjung 8/2, Taman Sutera Utama, 81300 Skudai, Johor, Malaysia",1.5170348,103.6667717,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Professional Learning Institute (Australia),"PO BOX 7003, Brookvale, NSW 2100, AU","Our mission is to promote the value of lifelong learning for every educator by delivering high quality professional development solutions for systems, schools and teachers to optimise the learning outcomes for all students. We provide customised Professional Learning solutions to Schools and Early Childhood Education Centres to promote a sustainable culture of innovation, collaboration and continuous improvement. The Professional Learning Institute is the leading BOSTES Teacher Accreditation specialist for New South Wales Schools. With over 12 years experience in successfully supporting Teachers through ALL levels of Accreditation we can be trusted to advise how your school or centre can create an Accreditation program that is meaningful and relevant to the needs of all Teachers.",null,Education Management,2-10 employees,http://www.prolearning.edu.au,"Brookvale, NSW",Public Company,null,https://www.linkedin.com/company/professional-learning-institute-australia-/,"PO BOX 7003, Brookvale, NSW, 2100, AU",-33.84907,151.13834,Brookvale,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,AU
Wellington Education Group Australia,"Sydney,   AU",null,null,Education Management,51-200 employees,http://www.wellingtonedu.com.au,null,Privately Held,null,https://www.linkedin.com/company/wellington-education-group/,"null, Sydney, null, null, AU",-33.84907,151.13834,Sydney,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,AU
A One Australia Education Group,"Level 1, 118 Queen Street, Melbourne, MELBOURNE, Victoria 3000, AU","We are One Australia - Australia's premiere PTE and NAATI CCL coaching institute, have trained more than 10000 students successfully worldwide.We strive to make you thrive.",466466603,Education Management,2-10 employees,http://www.oneaustraliagroup.com,"MELBOURNE, Victoria",Privately Held,null,https://www.linkedin.com/company/a-one-australia-education-group/,"Level 1/118 Queen St, Melbourne VIC 3000, Australia",-37.8156509,144.9612965,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Northwest Montessori Preschool (Australia),"100A Buckley St, Melbourne, Victoria 3040, AU","Northwest Montessori Preschool offers a comprehensive Montessori program for children aged 3-6 years of age from the Moonee Valley, Moreland & surrounding regions. As the first Montessori school in the region we are proud to have our program endorsed by the Montessori Australia Foundation, the governing body for Montessori in Australia.  Our mission is to provide an incredible foundation to children's lives by providing an authentic Montessori preschool program, one that respects that everyone learns differently & at their own pace.   We are proud to offer nurturing, non-competitive, multi-age classrooms with an emphasis on social, emotional, physical and intellectual development.   Our Preschool is unique in this community, so if you think you might be interested in this type of education we’d love to meet you !",null,Education Management,11-50 employees,http://nwmontessori.vic.edu.au,"Melbourne, Victoria",Educational Institution,null,https://www.linkedin.com/company/northwest-montessori-preschool/,"100A Buckley St, Melbourne, Victoria, 3040, AU",-37.803425,145.01105,Melbourne,Montessori Essendon Campus,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,AU
CONSULTED AUSTRALIA,"1 Harcourt Way, Berwick, Victoria 3806, AU","Consulted Australia Pty Ltd specialises in education management and offers a range of services to training organisations and business investors looking to either enter the market, or expand and commercialise their operations both nationally and internationally.

We support our clients with State Funding, VET FEE Help and CRICOS contracts through the development and execution of end to end solutions to assist in achieving business objectives and bring positive results.
We also identify trade opportunities for our clients internationally, and assist in implementation through South East Asia, the Middle East and Africa region.

The Consulted Australia team is a group of industry experts with strong business acumen and are determined to develop and implement profitable business operations.

We work with our clients to Identify and develop growth strategies by providing specialist advice in:

Business Planning

 •Develop business strategies, plans and budgets.
 •Organisational review and restructure, change management and organisational culture.
 •Identify, analyse and Develop Go To Market Strategies
 •Identify and Source further investment opportunities
 •Prepare and manage business tenders and grant applications

Business Operations

 •Business processes and operational compliance
 •Sales and marketing planning and execution
 •Training operations management
 •Staff recruitment, induction and management",null,Education Management,2-10 employees,http://www.cted.com.au,"Berwick, Victoria",Privately Held,null,https://www.linkedin.com/company/consulted-australia/,"1 Harcourt Way, Berwick, Victoria, 3806, AU",-37.803425,145.01105,Berwick,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,AU
Social And Citizenship Education Association of Australia,"490 Spencer St, Melbourne, Victoria 3003, AU","The Social and Citizenship Education Association of Australia (SCEAA) is a professional association which aims to:support, promote and improve the quality of Social and Citizenship Education in Australia;advance the holistic study of society from social, cultural, political, temporal, spatial and global perspectives;represent teaching and research in Social and Citizenship Education at all levels and in all types of educational institutions;provide opportunities for critiquing Social and Citizenship Education policy, curriculum and pedagogy;sponsor and support activities that may assist the teaching of Social and Citizenship Education in Australia.Our association advocates for the development of active and informed citizens who act with moral and ethical integrity locally and globally; work to build connections between diverse social, cultural, linguistic and religious groups, particularly Indigenous groups, both within Australia and overseas; and work for the common good to promote sustainable natural and social environments. Our members work for democracy, equity and justice.",null,Education Management,null,http://www.sceaa.org.au/about.html,"Melbourne, Victoria",Educational Institution,null,https://www.linkedin.com/company/sceaa/,"490 Spencer St, Melbourne, Victoria, 3003, AU",-37.803425,145.01105,Melbourne,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,AU
Uvision Australia,"387 George St, Sydney, New South Wales 2000, AU","Somos un equipo de Especialistas en migración y estudio, que trabajamos en cada caso de manera personalizada, para que tu sueño australiano pueda hacerse realidad. Nuestras oficinas están en el corazón de Sydney, por lo que conocemos realmente Australia y te ofrecemos ayuda durante tu estadía aquí para acompañarte en esta aventura.En Uvision encontraras el apoyo que realmente necesitas para que tu experiencia en Australia sea inolvidable.",null,Education Management,11-50 employees,http://www.uvisiona.com.au,"Sydney, New South Wales",Privately Held,null,https://www.linkedin.com/company/uvisionaustralia/,"387 George St, Sydney, New South Wales, 2000, AU",-33.84907,151.13834,Sydney,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,AU
Texila College Australia,"Level 1 / 600 Collins Street, Melbourne, Victoria 3000, AU",Texila College Australia is a Higher Education Provider offering degrees that are industry and student focused. We are conveniently located in Melbourne Australia's Central Business District.TEQSA PRV14276,+61 3 9620 3559,Higher Education,11-50 employees,null,"Melbourne, Victoria",Educational Institution,null,https://www.linkedin.com/company/texilacollege/,"600 Collins St, Melbourne VIC 3000, Australia",-37.8185749,144.9547306,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Australian Way Education,null,"AUSTRALIAN WAY somos un equipo de apoyo gratuito para estudiantes de todas las nacionalidades que quieren estudiar en distintas partes del mundo.Contamos con más de 10 años de experiencia y con oficinas alrededor del mundo:- España (MADRID, BARCELONA, GRANADA Y MÁLAGA)- Australia (SYDNEY, MELBOURNE, GOLD COAST y BRISBANE)- Colombia (BOGOTÁ)- Canadá (VANCOUVER)- Chile (SANTIAGO DE CHILE)- Argentina (BUENOS AIRES)- Próximamente, estaremos en MÉXICOLo que nos hace diferente, es que nuestro equipo está formado por jóvenes que hemos vivido la experiencia de vivir, estudiar y trabajar en el extranjero. Esto nos permite ayudar a nuestros estudiantes de manera personalizada y guiarlos en esta nueva aventura sin ningún coste adicional.Nosotros asesoramos en la elección del destino, tramitamos toda la documentación necesaria, gestionamos el visado de estudiante y ofrecemos asistencia una vez que los estudiantes han llegado a sus destinos.---AUSTRALIAN WAY forma parte de GLOBAL WAY, mediante esta plataforma ofrecemos estos mismos servicios en los siguientes destinos: Estados Unidos, Canadá, Nueva Zelanda, Inglaterra, Irlanda, Escocia, Hawaii, Malta, Sudáfrica.Para más información: http://globalway.es/",61452134044,Education Management,11-50 employees,http://australianway.es/,"Madrid, Madrid",Privately Held,null,https://www.linkedin.com/company/australian-way-education/,"Level 7 Orchard Shopping Centre, 321 Orchard Rd Next to 313 Somerset MRT Exit B, Singapore 238866",1.3015184,103.837884,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Master Coaching Australia,"Suite 9, Allen Arcade, 140-142 Henry Street, Penrith, NSW 2750, AU","Master Coaching is about more than tuition, in fact the term 'tuition' is rarely used. Students are 'coached' ; motivation is the underlying strategy used to show students the true horizons of their tremendous potential as a person. We believe that every child is a genius. It takes a very talented teacher to find the key to unlock greatness.""Every child has the potential to perform at the highest level in any form of endeavour. Children will achieve at the level they realistically expect to achieve at. Teachers play a key role in setting expectations for students. A talented child is one whose self worth and expectations have been allowed to flourish"".This is the very philosophy underpinning the Master Coaching organisation.Our ResultsExperience really matters and our 33 years has helped us gain a wealth of knowledge that we employ to provide superior service to our studentsWe have achieved outstanding results for all of our students across all their subjectsEach student regardless of their perceived natural ability are able to achieve superior results that often pleasantly surprise themselves and their families We are the only coaching business in Australia that is able to obtain QA ISO 9000 Accreditation. Master Coaching FranchisingMaster Coaching has grown organically and successfully through its franchise model and reached a peak of more than 100 franchises signed up nationally. We continue to adapt and innovate to adjust to the digital age. Our digital presence continues to grow, to demonstrate our strong coaching strategy, structure and results based system. Since 1997 till present we have operated the Franchisor’s Support Office and continued to build up considerable goodwill and continue attract Franchisees.",null,Education Management,2-10 employees,http://mastercoachingaustralia.com,"Penrith, NSW",Privately Held,null,https://www.linkedin.com/company/master-coaching-australia/,"Suite 9, Allen Arcade, 140-142 Henry Street, Penrith, NSW, 2750, AU",-33.84907,151.13834,Penrith,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,AU
Trades Academy Australia,"1600B Canterbury Rd, Punchbowl, NSW 2196, AU",null,null,Education Management,11-50 employees,http://www.trades-academy.com.au,"Punchbowl, NSW",Privately Held,null,https://www.linkedin.com/company/trades-academy-australia/,"1600B Canterbury Rd, Punchbowl, NSW, 2196, AU",-33.84907,151.13834,Punchbowl,Trades Academy Australia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,AU
Fitzwilliam Institute Group Australia,null,"Internationally renowned for excellence, Fitzwilliam Institute's CPD Practical Training Programmes are delivered by leading Industry experts. With over 30 years'​ experience, we provide courses that are CPD Industry Award Certified and Internationally Recognised in over 140 countries.",null,Education Management,11-50 employees,http://www.fitzwilliaminstitutegroup.com.au/,"Melbourne, Victoria",Privately Held,null,https://www.linkedin.com/company/fitzwilliam-institute-group-australia/,"1004/365 Little Collins St, Melbourne VIC 3000, Australia",-37.8155951,144.9627809,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Driver Safety Australia,"Unit 10/65 Business Street , Yatala, Queensland 4207, AU","Driver Safety Australia provides a new direction in Driver Training and Road Safety Education. As a respected Industry leader, our highly qualified & accredited team are focused on delivering world class driver training solutions via online courses, in-car programs, road safety workshops, driving simulator training, educational campaigns and drive events. Our team has vast experience working with industry bodies, multi-national corporations, small business, schools and individuals. Most importantly we design programs to meet your needs and requirements. This unique approach sets new standards in the road safety industry and means we can provide a cost effective, streamlined training solution to drivers regardless of location.  To find out more contact our office today.",null,Education Management,2-10 employees,https://driversafety.com.au/,"Yatala, Queensland",Sole Proprietorship,null,https://www.linkedin.com/company/driver-safety-australia/,"Unit 10/65 Business Street , Yatala, Queensland, 4207, AU",-27.47126,153.01831,Yatala,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,AU
Training Aid Australia Pty Ltd,"Suite 105A, Level 1, 100 William St, Sydney, NSW 2000, AU","Training Aid Australia Pty Ltd is a Registered Training Organisation (RTO ID 91411) providing training services across Australia and Internationally.Training Aid Australia aim to empower all people through education. Our mission is to provide quality education through flexible & affordable training solutions.Training Aid Australia has been operating for over a decade, and has positioned itself in the market as a safety training provider.Our programs provide preventative training such as work health & safety, leadership and HR. This training assists workplaces to implement safe work policies, to prevent incidents from occurring. We also deliver responsive emergency management training so that your team know what to do if an emergency happened.With a dedicated group of professional trainers and assessors and we strive to provide the highest quality of training and assessment.Training Aid Australia has an excellent reputation within the training industry and is focused on delivering positive outcomes for our students. Training Aid Australia’s corporate objective is to ensure that our students’ interests come first.",null,Education Management,2-10 employees,https://www.trainingaid.edu.au,"Sydney, NSW",Public Company,null,https://www.linkedin.com/company/trainingaidaustralia/,"Suite 105A, Level 1, Sydney, NSW, 2000, AU",-33.84907,151.13834,Sydney,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,AU
English Guru Australia,"71a Macquarie St, Suite 5, Parramatta, New South Wales 2150, AU","What makes us the very 🎉BEST???👊Guaranteed Band Scores in IELTS, PTE👍Guaranteed Fastest Results👌Qualified n Experienced Teachers👏One on One Guidance✌️98% Success Rate🤜Lessons delivered in students’ choice of time.Every band score in PTE is achievable if and only if you get the right guidance in the right way from the right person.Students from Australia, New Zealand, Fiji, China, Americas, Dubai and entire Europe have achieved far more than their targeted scores in a really short time through her unique strategies developed from years of experience gained and constant research.YOU too can benefit from her experience and expertise. Get trained by a PRO right at your home.Not sure?? Request a free demo??Call : +61411520546What's App:Viber: +61411520546Need a dose of daily INSPIRATION??Join our face book group  Daily Motivation- English Guru Australia with our Academic HeadGet Inspired by our Students’ and Teachers’ Success Stories. Visit our Facebook on: 👇#FASTEST RESULTSwww.facebook.com/EnglishGuruAustraliaKnow about all we offer. Visit our website:👇www.englishguru.com.auWant some FREE ADVICE?? Subscribe to our YOU TUBE Channel. 👇www.youtube.com/EnglishGuruAustraliaWant quick updates?FOLLOW us on Instagram.www.instagram.com/EnglishGuruAustraliaWant FAST RESULTS???Enrol now: +61411520546",411520546,Education Management,11-50 employees,https://www.englishguru.com.au/,"Parramatta, New South Wales",Public Company,null,https://www.linkedin.com/company/english-guru-pte-ielts-oet-naati/,"71A Macquarie St, Parramatta NSW 2150, Australia",-33.8150773,151.002324,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
