Name,Location,Overview,Phone,Industry,Company Size,Website,Headquarter,Type,Founded,Linked In URL,Address_0,Latitude_0,Longitude_0,City_0,Location_description_0,Address_1,Latitude_1,Longitude_1,City_1,Location_description_1,Address_2,Latitude_2,Longitude_2,City_2,Location_description_2,Address_3,Latitude_3,Longitude_3,City_3,Location_description_3,Address_4,Latitude_4,Longitude_4,City_4,Location_description_4,Address_5,Latitude_5,Longitude_5,City_5,Location_description_5,Country
Stymie,"Sunshine Coast, QLD  AU","Stymie is a confidential online messaging service that schools, universities, clubs, organisations and communities proactively use to support their students, staff, team, members and community to say something without fear. Stymie empowers people to reach out and get help for themselves or someone else, by enabling them to make an anonymous notification. Everyday... 1 in 4 students are bullied1 in 8 Australians end their life through suicideIn 2020 Stymie received approximately 66 000 anonymous notifications that changed, and saved lives. The notifications were for issues including; bullying, cyber bullying, sexual abuse, self harm, illegal activity, physical violence, family/domestic abuse, suicide ideation and self harm. Through our confidential online messaging service, we intentionally tackle social problems and in doing so we empower people to connect with their empathy and conscience so that they can, in a courageous way, enhance or change the culture of care in their school, club, community, university or organisation. We have built a robust, secure, yet surprisingly simple online messaging service. Our customers register for an annual subscription that enables their students, community, team, or members to use Stymie for free.We provide a comprehensive on boarding for all our clients.  We maintain weekly contact through socially relevant, engaging focus posts with our entire community to remind and reassure everyone that Stymie is available to anyone at anytime in your organization, club, community university or school.We have Stymie clients nationally and internationally. We operate in 200+ schools throughout Australia, New Zealand and the UAE.Our Founder and CEO, Rachel Downie was acknowledged for her work in 2020, being awarded the QLD Australian of The Year.Our vision is to create a culture of care for all Australians. We welcome the opportunity to work with you too.",null,Indevidual and Family Services,2-10 employees,https://about.stymie.com.au,"Sunshine Coast, QLD",Privately Held,2014,https://www.linkedin.com/company/stymie/,"Kingsbury VIC 3083, Australia",-37.7133165,145.0289856,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Chin Up Project,"91 Moreland Rd, Footscray, 27, Melbourne, Victoria 3011, AU","We believe in young people. Every young person, regardless of circumstance deserves to feel worthy of love, success and happiness.The reality is that many young people struggle to recognise a future for themselves, overwhelmed by the enormity of the challenges they face. Many accept 'the way things are'​, or 'always have been'​, feeling trapped in cycles of negative thought and behaviour.By providing the tools to navigate the complex challenges young people experience we are empowering positive change, driving a new pro-social culture amongst youth and reframing perspective. Chin Up Project is a road map to navigate the journey into adulthood, where mistakes are cherished and experiential life lessons are a precious gift.",null,Indevidual and Family Services,2-10 employees,http://www.chinupproject.com,"Melbourne, Victoria",Partnership,2017,https://www.linkedin.com/company/chin-up-project/,"91 Moreland Rd, Footscray, Melbourne, Victoria, 3011, AU",-37.803425,145.01105,Melbourne,Cotton Mills,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,AU
My Voice Pty Ltd,"Sydney, NSW 2088, AU","Our multi/transdisciplinary and diverse team includes highly experienced specialist clinicians, case managers and financial service professionals who work together to support individuals to achieve quality of life and outcomes under the National Disability Insurance Scheme (NDIS).",438320068,Indevidual and Family Services,11-50 employees,https://www.myvoice.net.au/,"Sydney, NSW",Privately Held,2011,https://www.linkedin.com/company/my-voice-pty-ltd/,"Headland Park, Suite E, Building/30 Suakin Dr, Mosman NSW 2088, Australia",-33.8349342,151.2569319,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
International Migration Services Australia (IMSA),"3058, AU","International Migration Services Australia (IMSA) provides comprehensive, reliable and straightforward migration information and advice for anyone interested in migrating to Australia. Our services include initial assessment, through to all stages of the visa application and migration processes. We can even assist with settlement services upon arrival.",null,Indevidual and Family Services,0-1 employees,null,null,Sole Proprietorship,null,https://www.linkedin.com/company/international-migration-services-australia-imsa-/,"null, null, null, 3058, AU",-37.803425,145.01105,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,AU
Lennock Motors,null,"Lennock Motor Group sell new & used Nissan, Honda, Volkswagen, Land Rover, Jaguar, Skoda & more great car brands in Canberra - Get a great drive away deal & save!",null,Indevidual and Family Services,null,http://lennock.com.au,"Phillip, Australian Capital Territory",null,null,https://www.linkedin.com/company/lennock-motors/,"148 Melrose Dr, Phillip ACT 2606, Australia",-35.3564186,149.0907745,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Randwick Creative Childcare,"1 Rae St, Randwick,  2031, AU","Randwick Creative Childcare is an individual & family services company based out of 1 Rae St, Randwick, Australia.",02 93994505,Indevidual and Family Services,2-10 employees,http://randwickcreativechildcare.com.au,null,Educational Institution,2017,https://www.linkedin.com/company/randwick-creative-childcare/,"1 Rae St, Randwick, null, 2031, AU",-33.84907,151.13834,Randwick,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,AU
FOCAS Shoalhaven,null,FOCAS assists people to obtain valued roles in the community. We specialise in supporting people individually to achieve their goals and aspirations to live a good life.,null,Indevidual and Family Services,11-50 employees,http://www.focas.org.au,"Nowra, NSW",Nonprofit,1993,https://www.linkedin.com/company/focas-shoalhaven/,"41Worrigee St, Nowra NSW 2541, Australia",-34.8759139,150.5986218,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Trent Refrigeration Pty,null,Trent Refrigeration Melbourne. Leaders in both custom and commercial refrigeration. Specialising in complete fit outs.,null,Indevidual and Family Services,null,http://trent.com.au,"Heidelberg West, Victoria",null,null,https://www.linkedin.com/company/trent-refrigeration-pty/,"59 Northern Rd, Heidelberg West VIC 3081, Australia",-37.729172,145.048566,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Welcome Home Help Agency,null,null,null,Indevidual and Family Services,null,http://welcomehomehelp.com.au,null,null,null,https://www.linkedin.com/company/welcome-home-help-agency/,"102 Longueville Rd, Lane Cove NSW 2066, Australia",-33.8137226,151.1701884,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
CSIRO Total Wellbeing Diet,null,"I lost over 13kgs and have developed a new way of looking at and preparing food that will ensure I wont gain back my weight loss. I also followed the rules of taking a weekly photo and have been refunded the full amount of the program. Winning ! Give it a try, you wont regret it.",null,Indevidual and Family Services,null,http://totalwellbeingdiet.com,null,null,null,https://www.linkedin.com/company/csiro-total-wellbeing-diet/,"1/65 Walker St, North Sydney NSW 2060, Australia",-33.84002,151.208933,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Lakeside Banquet & Convention Centre,null,"Lakeside Banquet & Convention Centre is an individual & family services company based out of 65 Melton Hwy, Taylors Lakes, Australia.",null,Indevidual and Family Services,null,http://lakesidereceptions.com.au,null,null,null,https://www.linkedin.com/company/lakeside-banquet-&-convention-centre/,"65 Melton Hwy, Taylors Lakes VIC 3038, Australia",-37.700326,144.7928235,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
PCIT School-Based Clinic,"Corner Cumberland and Oxford Road Ingleburn NSW 2565, Ingleburn, NSW 2565, AU","We are six schools in South-West Sydney (Ingleburn PS, Macquarie Fields PS, Sackville Street PS, Warwick Farm PS, Robert Townson PS and Campbelltown Community Preschool) that have come together with the goal to establish the World's First School-Based Clinic to provide Parent-Child Interaction Therapy (PCIT) – one of the most effective programs for managing emotional and behavioural problems in young children.This programme seeks to strengthen parent, school and teacher partnerships to enable children to learn appropriate behaviours that improve their social and academic outcomes. HELP us to make the COMMUNITY a better place by:• Improving children’s behavioural, social, and academic outcomes • Reducing parental stress, enhancing parents’ skills, and improving overall family function• Preventing future challenging behavioural problems, including early violent and aggressive behaviour that can result in potential bullying or crime• Preventing future mental health problems beyond antisocial behaviour, including anxiety disorders, depression, and substance-use disorders•Helping to create a positive teaching and learning environmentCurrently we are running crowdfunding campaign to raise funds needed to build the clinic and enable us to provide free tailored PCIT intervention to children and families across South-West Sydney. Make a difference - LIKE, SHARE and DONATE here: www.schoolsplus.org.au/projects/building-worlds-first-school-based-clinic-improve-students-outcomes/",null,Indevidual and Family Services,2-10 employees,http://www.conductproblems.com/,"Ingleburn, NSW",Nonprofit,null,https://www.linkedin.com/company/pcit-school-based-clinic/,"Mathews Building, 8, Kensington NSW 2052, Australia",-33.917764,151.234379,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
InFocus Disability,"284 Pine Mountain Rd, Mount Gravatt East, Queensland 4122, AU","At InFocus, we specialise in the supports that people need to help them on their NDIS journey. Our team of experienced and talented Support Coordinators and Plan Managers are proud to support NDIS participants, their families and their carers.Since the NDIS launched in July 2017, we now support hundreds of individuals and families with Support Coordination in the Brisbane area and many more throughout the whole of Queensland with Plan Management.We’re here to support you on your NDIS journey. We are passionate about the work that we do to make a real difference in the lives of individuals and families.",1800 928 437,Indevidual and Family Services,11-50 employees,http://www.infocusdisability.org.au,"Mount Gravatt East, Queensland",Nonprofit,null,https://www.linkedin.com/company/infocus-disability/,"1935 Gympie Rd, Bald Hills QLD 4036, Australia",-27.330266,153.009217,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
The Estate Concierge | Executor Assist | Deceased Estate Services,"Perth, Western Australia  AU","If you are someone who has recently become the Executor of a Will, whether you are a family member or staff member in a firm (Trustee company, law firm, Accountancy or Financial Planning), you have a big job ahead of you. In 2013 I was asked by a Trustee company to pack an estate for their client who didn't have any family who could do it. Once I was there I could see there was a simple process to follow to make sure everything is taken care of. I now pack and prepare deceased estates on a regular basis taking care of sentimental items, items for donation and sale, rubbish removal and then prepare the house for sale such as painters, cleaners, plumbers etc. It is my priority to ensure:~ Important documents such as Will's and Titles are found and given to the Executor.~ Items are sorted respectfully and sentimental items discussed with the Executor.~ Items are donated or recycled wherever possible to prevent landfill.~ Confidential items are destroyed appropriately.~ Environmentally aware services used where possible.~ Aid wherever possible to increase the value of the estate to benefit it's beneficiaries.~ Work with the Real Estate Agent and Executor for the best outcome for the property.An emotional journey for families, I can support them for parts of the process or I can complete it for them.",null,Indevidual and Family Services,2-10 employees,null,"Perth, Western Australia",Sole Proprietorship,2013,https://www.linkedin.com/company/the-estate-concierge/,"null, Perth, Western Australia, null, AU",-31.939821,115.8162,Perth,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,AU
Movido Lifestyle,"Melbourne, Melbourne, Victoria 3000, AU","Established in 2017 Movido Lifestyle is a specialised youth mentoring service provider. Through various unique model strategies, our passion is to deliver constructed session plans to create positive direction in peoples lives.Our mission is to serve the youth of Melbourne to create a higher standard of values to their everyday lifestyle. We work together with our students to build and maintain healthy relationships to assist them through their life's progression.",null,Indevidual and Family Services,2-10 employees,https://www.movidolifestyle.com.au,"Melbourne, Victoria",Sole Proprietorship,2017,https://www.linkedin.com/company/movido-lifestyle/,"Melbourne, Melbourne, Victoria, 3000, AU",-37.803425,145.01105,Melbourne,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,AU
Community Living & Respite Services Inc.,null,"Community Living & Respite Services  (CLRS) is a community organisation providing Disability Support Services in the Campaspe Murray Region and is registered with the NDIS. With a focus on the carer and care recipient, CLRS provides quality services and support, empowering individuals and families to live the life they choose. Services include NDIS services support, support coordination, independent living support, shared supported accommodation, programs for children, ""Recyclability""​ Social Enterprise, community activities and individual support.",null,Indevidual and Family Services,51-200 employees,http://www.clrs.org.au,"Echuca, Vic",Nonprofit,1979,https://www.linkedin.com/company/community-living-&-respite-services-inc-/,"50 Serangoon North Ave 4, #07-01, Singapore 555856",1.3756361,103.8762494,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Family Drug Support,"9 Railway Parade, Leura, New South Wales 2780, AU","Family Drug Support (FDS) is a non-government organisation which provides non-judgemental, non-directive support and information to families, friends and carers of people who have problematic alcohol and other drug (AOD) use across Australia. We focus on assisting families who are supporting a person problematically using AOD in a way that strengthens relationships and achieves positive outcomes. Our services include a 24-hour national support line, family support meetings, educational programs and online information and tools.FDS has over 20 years of experience supporting families through our programs including the national support line, staffed by volunteers, as well as a range of support and information courses across Australia every year. These programs include our flagship Stepping Stones course for families, Stepping Forward information sessions for a wider audience, family support groups, remembrance ceremonies and various workshops and in-service events. FDS programs are well attended and have received recognition including Gold Award from the Institute of Group Leaders for Stepping Stones, NADA Commendation for Excellence in Research and Evaluation and consistently favourable evaluation from program participants.Please phone 1300 368 186 if you need support – “Supporting families affected by alcohol and other drugs”",1300368186,Indevidual and Family Services,11-50 employees,http://fds.org.au,"Leura, New South Wales",Nonprofit,1997,https://www.linkedin.com/company/family-drug-support/,"9 Railway Parade, Leura, New South Wales, 2780, AU",-33.712322,150.33226,Leura,Head Office,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,AU
Brophy Family & Youth Services,"210 Timor St, Warrnambool, Victoria 3280, AU","Our ProfileBrophy Family and Youth Services is the primary provider for youth and family services in South West Victoria. Brophy originated in 1974 with its beginnings in hostel accommodation for homeless youth. Over the years, it has developed a comprehensive range of services for young people, individuals and families. The agency provides regional services to Portland, Hamilton, Camperdown, Warrnambool and districts through its outreach programs. Its main office is located in Warrnambool and sub regional offices in Hamilton and Portland.Our VisionPeople are meaningfully connected to create the life they want.  We achieve this together through innovation and relationships, creating new horizons towards an advantaged community.Our MissionOur mission is to provide community based services that promote a just society and improve the life circumstances for people who are vulnerable and disadvantaged, especially those who are experiencing homelessness, family violence, marginalisation or disconnectedness.Our ValuesBrophy Family and Youth Services actively values and promotes diversity in our community and affirms our commitment to always be inclusive and respectful to all, regardless of gender, age, race, sex, sexual orientation, religion, level of ability, cultural or language background.We welcome people who are LGBTIQ+ (lesbian, gay, bisexual, transgender, gender diverse, intersex, queer, plus other sexual minority identities).Our values areSocial Justice – promoting justice, social fairness and human rights.Professionalism – practising in an ethical, respectful and inclusive manner.Empowerment – strengthening and enabling individual and community decision-making.Responsiveness – responding in a timely, engaging and respectful manner.Partnership – striving for shared connections to create better client outcomes.",355618888,Indevidual and Family Services,51-200 employees,http://www.brophy.org.au,"Warrnambool, Victoria",Nonprofit,1974,https://www.linkedin.com/company/brophy-family-&-youth-services/,"Brophy Community & Youth Complex, 210 Timor St, Warrnambool VIC 3280, Australia",-38.384605,142.48047,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Enable WA,null,"Enable is a non-government, not-for-profit organisation that has been operating since 1991.  We provide support to individuals and their families living with disability and mental health diagnosis, as well as aging, and short and long term illness.Our purpose is driven by the belief that everyone deserves a ‘typical life’ and with belief, anything is possible.  Given the opportunity and the tools, we believe everyone can succeed.  And that is our goal",08 9792 7500,Indevidual and Family Services,201-500 employees,http://enablewa.org.au,"Bunbury, Western Australia",Nonprofit,1991,https://www.linkedin.com/company/enable-southwest-inc/,"16 Yampi Way, Willetton WA 6155, Australia",-32.0416434,115.8857142,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Birth for Humankind,"552 Victoria St, North Melbourne, Victoria 3051, AU","At Birth for Humankind we believe that every woman deserves the support she needs during pregnancy, birth and after the baby comes. Our team and network of volunteer doulas are on a mission to provide free education, support and care for women in vulnerable, at-risk or otherwise disadvantaged circumstances. Primarily we work with women from refugee and asylum seeker backgrounds and also women under the age of 25. For women who are lacking support and understanding of the birthing system in Australia, this additional continuous support and care can have even more significant impact in improving birth outcomes and satisfaction.We have plenty of opportunities for you to get involved in giving women and their families hope for the future and the best possible start for their babies. We are excited to be using LinkedIn to reach out to like-minded people and to join the conversation about birth culture worldwide.",null,Indevidual and Family Services,2-10 employees,http://www.birthforhumankind.org,"North Melbourne, Victoria",Nonprofit,2013,https://www.linkedin.com/company/birthforhumankind/,"552 Victoria St, North Melbourne VIC 3051, Australia",-37.8048659,144.9473818,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Fairhaven,"209 Brisbane Water Drive, Point Clare, New South Wales 2250, AU","From modest beginnings in the Gosford area as a school for children with a disability in 1962, Fairhaven Services Ltd has evolved to become a trusted community organisation providing supported employment, accommodation and a person-centred community services within the greater NSW Central Coast area.As an NDIS accredited provider we offer a range of specialised supports that can be tailored to suit individual needs and life goals, including:•	Accommodation and residential support.•	Supported employment – including our social enterprise Pacific CoPack, the Central Coast's most comprehensive packaging facility, accredited to ISO9001-2008, HACCP and Organic Certification.•	Community participation.•	NDIS planning and advice.Fairhaven is actively engaged in the local community through other popular pursuits. Our central office at Point Clare has become a thriving retail precinct (featuring coffee shop, op shop, second hand book store). The Fairhaven Shopping Village hosts regular events, and our ReCreate upcycling initiative – transforming donated goods into beautiful unique gifts and furnishings – fulfils our mission to help sustain the environment and reduce landfill. Fairhaven is also the largest provider of supported employment on the Central Coast. Our two Supported Employment Enterprises (SEE) business divisions, Fairhaven CoPack and Fairhaven ReCreate, provide meaningful employment and real life work experience opportunities for over 150 people with living disability:•	CoPack is a major packaging facility located at Tuggerah•	ReCreate at Point Clare takes items that have been donated or are unwanted by the community and upcycles, restores and recreates bespoke homewares and made-to-order recycled pallet furniture. Many of our achievements are only made possible through the great and continued support of our wonderful volunteers who generously contribute their time and care in a variety of areas.",4349 5500,Indevidual and Family Services,51-200 employees,http://www.fairhaven.org.au/,"Point Clare, New South Wales",Nonprofit,1962,https://www.linkedin.com/company/fairhaven-services-ltd/,"130 Sophia Rd, Singapore 228161",1.3030486,103.8461231,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Hartley Lifecare,"6 Hodgson Place, Pearce, ACT 2607, AU","Hartley Lifecare (Hartley) is a Canberra-based not-for-profit organisation providing supported accommodation for people with disability, their families and carers. Originally established to provide a learning facility and therapy support service for children and adults, Hartley has grown extensively to support clients in over 30 homes across the ACT. Over the last six decades, families have grown to rely on and trust Hartley to deliver high quality, person centred support.",02 6282 4411,Indevidual and Family Services,201-500 employees,http://www.hartley.org.au/,"Pearce, ACT",Nonprofit,1962,https://www.linkedin.com/company/hartley-lifecare/,"6 Hodgson Pl, Pearce ACT 2607, Australia",-35.3641217,149.0833917,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Balance Home Services,"6/ 202-208 Glen Osmond Rd, Fullarton, SA SA,","We are very proud of our new name, Balance Home Services. Many will know us as DIAL AN ANGEL ADELAIDE, one of South Australia’s longest serving and most reputable home and family care agencies.Balance Home Services  provides individualised care and support to our clients, from newborns to the elderly, assisting them to achieve balance in their lives. A family-owned business, we are dedicated to supporting our local communities with an unparalleled level of service and care. We are proud of our friendly and experienced staff and fantastic reputation developed over the last 13 years while operating as DIAL AN ANGEL ADELAIDE.",null,Indevidual and Family Services,201-500 employees,http://www.balancehomeservices.com.au,"Fullarton, SA",Partnership,2005,https://www.linkedin.com/company/balance-home-services/,"6/202-208 Glen Osmond Rd, Fullarton SA 5063, Australia",-34.9489816,138.6290919,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Type 1 Diabetes Family Centre,"11 Limosa Close, Stirling, WA 6021, AU",The Type 1 Diabetes Family Centre supports people with type 1 and their families to face the challenges of type 1 diabetes with confidence.,08 9446 6446,Indevidual and Family Services,2-10 employees,http://www.type1familycentre.org.au/,"Stirling, WA",Nonprofit,2015,https://www.linkedin.com/company/type1familycentre/,"11 Limosa Cl, Stirling WA 6021, Australia",-31.8854912,115.8030111,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Complex Care,"Brisbane,   AU",null,null,Indevidual and Family Services,null,http://www.complexcare.com.au,null,null,null,https://www.linkedin.com/company/complex-care/,"Skudai Parade Shopping Complex, Level B1-E4, Jalan Skudai, Batu 10, Johor, 81300 Skudai, Malaysia",1.541693,103.6596939,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Be Heard Therapy & Supports,"Eltham, Victoria 3095, AU","Be Heard Therapy & Supports provides individualised and child focused supports to children and their families. We strive to build strong, positive relationships to create an environment where children feel safe to be themselves and have a go. We value all communication modes as equally important and valid. We make it a priority to actively listen and make sure the child's voice at the center of all supports.We care about you and are here through the celebrations, the hard days and everything in between!",null,Indevidual and Family Services,0-1 employees,http://www.beheardtherapyandsupports.com.au,"Eltham, Victoria",Sole Proprietorship,2018,https://www.linkedin.com/company/be-heard-therapy-supports/,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
France Family Funerals,"45 Stockton Street, Nelson Bay, NSW 2315, AU","Our company dates back to 1882 when Jonah Bevan and his family established the first funeral home in Stockton NSW Australia. This business was founded on ""care and professionalism""​ and these values are now embedded in our four funeral homes located at Mayfield, Nelson Bay, Toronto and Stockton.

France Family Funerals is owned by the France family and is 100% Australian owned and operated. As a family owned business, we are steeped in a culture of ""care and compassion""​ for the families that we serve.",null,Indevidual and Family Services,11-50 employees,http://www.fff.com.au,"Nelson Bay, NSW",Privately Held,1882,https://www.linkedin.com/company/france-family-funerals/,"45 Stockton Street, Nelson Bay, NSW, 2315, AU",-32.92528,151.7527,Nelson Bay,Nelson Bay Office and Chapel,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,AU
Far North Community Services,"Office 5, Kimberley Regional Offices, Cnr Frederick & Weld Street, Broome, WA 6725, AU","Far North Community Services is a registered provider with the NDIS. Our team have many years of experience supporting people with disabilities and their families and we are passionate about quality services where we help people to achieve their goals.We believe people with disabilities and their families want to be in control of their own lives and the services they receive. We work in partnership with you and have a range of ways you can manage your plan and supports that are flexible and meet your needs. We aim to assist you to achieve your goals, keep your families strong and empower you to manage your NDIS plan.Our offices are in Broome, Derby, Fitzroy Crossing, Halls Creek and Kununurra however, we deliver services all across the Kimberley. At Far North we believe in inclusion, keeping families strong, respecting and celebrating culture and constantly learning so we can support you in the right way.",891935207,Indevidual and Family Services,201-500 employees,http://www.farnorth.org.au,"Broome, WA",Nonprofit,2016,https://www.linkedin.com/company/far-north-community-services/,"Office 5, Kimberley Regional Offices, Cnr Weld and, Frederick St, Broome WA 6725, Australia",-17.9549808,122.2393951,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Nikee Business Group,null,"Nikee Business Group is a leading Australian consulting firm which specialises in Migration, Education & Employment matters. Nikee Business Group first opened in Melbourne, Australia in 1996 under the trading name of 'Nikee Migration Services' and has since opened up offices in Sydney and Tasmania. Our consultants are senior industry experts in various fields including but not limited to Migration and Visas, Education, Employment and Business Advisory services. Our Nikee Startup Team works builds modern websites, interactive iOS and android apps and designs marketing and graphic design content for established businesses in Australia and globally.We serve clients across Australia, the Americas, Asia Pacific and the Middle East. Our global presence and understanding of local culture enables us to deliver optimal results to you.Brian Pereira is the CEO & Director of Nikee Business Group Pty Ltd.For any business inquries please email https://www.linkedin.com/redir/general-malware-page?url=nikee%40nikeeworld%2ecom or call (03) 9663 5277. Download our app today and see our we can help you! https://bit.ly/2zaanfU",(03) 9663 5277,Indevidual and Family Services,11-50 employees,https://www.linkedin.com/redir/general-malware-page?url=http%3A%2F%2Fwww%2enikeeworld%2ecom,"Melbourne, Victoria",Privately Held,1996,https://www.linkedin.com/company/nikee-business-group/,"206/227 Collins St, Melbourne VIC 3000, Australia",-37.815793,144.966432,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Liz Andrew-Brake,"Sydney, NSW  AU","Do you need some help reigniting your passion for working in child protection?Are you newly starting out and want to develop more confidence as a practitioner? Or perhaps a Leader or Manager who needs a professional to talk things through with?Do you want to develop your skills in child protection?I work with people in the child protection field to help them develop their skills, to avoid burnout and to feel confident working with children and families",null,Indevidual and Family Services,0-1 employees,http://www.lizandrewbrake.com,"Sydney, NSW",Self-Employed,null,https://www.linkedin.com/company/liz-andrew-brake/,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
The Fatherhood Project Incorporated,"2480, AU","About the Fatherhood Project:
The Fatherhood Project is a not-for-profit organisation that aims for every father to be actively and positively engaged in their children’s lives.

What We Do:
The Fatherhood Project develops and delivers specialised education, support and mentoring programs for fathers that are uniquely ‘father friendly’, including expectant fathers’ group and Indigenous fathers’ circles.

We are also the founders of The Fatherhood Festival – a family and community event held on the Fathers’ Day weekend that celebrates fathers and the role of fatherhood.

Our Values:
We are dedicated to building healthy communities by enriching the lives of fathers, their children and families.

We support mothers and fathers as earners and carers.

About Our Programs:
Our programs have been developed in response to leading research in the areas of fatherhood, parenting, relationships and child development.

We use a community development and strengths-based approach to engaging with fathers and other agencies in addressing social issues and needs.",null,Indevidual and Family Services,2-10 employees,http://www.fatherhood.com.au,null,Nonprofit,null,https://www.linkedin.com/company/the-fatherhood-project-incorporated/,"null, null, null, 2480, AU",-28.807955,153.2797,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,AU
Windamere Park,"493 Carmelo Road, Buckland Park, Buckland Park, South Australia 5120, AU","Located on the banks of the picturesque Gawler River, north of Adelaide, Windamere Park provides a specialist rural environment catering for adults with intellectual disabilities and other neurodevelopmental disorders.Windamere Park employs specially trained staff with unique skill sets enabling the delivery of hundreds of custom designed programs to a wide range of participants of varying support needs. Our programs are personalised to meet individuals’ NDIS goals and to challenge them both mentally and physically.",08 8380 9303,Indevidual and Family Services,51-200 employees,https://www.windamerepark.com.au/,"Buckland Park, South Australia",Nonprofit,1991,https://www.linkedin.com/company/windamere-park/,"493 Carmelo Rd, Buckland Park SA 5120, Australia",-34.666917,138.496359,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
TAFESA,null,Student Services provides a free and confidential face to face and telephone Counselling and Welfare support to all enrolled students. Counselling is available to assist you with any issue that affects your studies. The Counsellors will listen to your concerns and assist in exploring options and solutions that suit your needs.,null,Indevidual and Family Services,null,http://tafesa.edu.au,null,null,null,https://www.linkedin.com/company/tafesa/,"120 Currie St, Adelaide SA 5000, Australia",-34.9240746,138.5948522,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
The Plug: Coaching,"9 Reading Ave, Kings Langley, NSW 2147, AU",Life hits hard sometimes. It can't hurt to have someone in your corner.At The Plug Coaching we aim to be there for you when you need it and help steer you in the right direction moving forward.,481101333,Indevidual and Family Services,0-1 employees,https://www.theplugcoaching.com,"Kings Langley, NSW",Self-Employed,2017,https://www.linkedin.com/company/the-plug-coaching/,"20 Lengkok Bahru, #01-01 Enabling Village, Singapore 159053",1.287243,103.814824,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
